-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: CheckpointFunct...         0.01%       3.276ms         3.52%     996.824ms       3.692ms       0.000us         0.00%        6.184s      22.904ms           0 b           0 b     -17.33 Gb     -37.49 Gb           270  
                             CheckpointFunctionBackward         0.48%     134.525ms         3.45%     976.758ms       3.618ms       0.000us         0.00%        6.176s      22.876ms           0 b     -16.88 Kb      20.16 Gb     -45.57 Gb           270  
autograd::engine::evaluate_function: torch::autograd...         0.08%      23.073ms         0.35%      98.245ms      38.377us       0.000us         0.00%        4.160s       1.625ms           0 b           0 b     300.00 Kb      39.00 Kb          2560  
                                       c10d::allreduce_         0.00%     955.604us         0.01%       3.533ms     176.634us       0.000us         0.00%        4.154s     207.677ms           0 b           0 b           0 b           0 b            20  
                                     record_param_comms         0.01%       1.998ms         0.01%       2.577ms     128.854us        4.154s        57.78%        4.154s     207.677ms           0 b           0 b           0 b           0 b            20  
ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevComm*...         0.00%       0.000us         0.00%       0.000us       0.000us        4.154s        57.78%        4.154s     207.677ms           0 b           0 b           0 b           0 b            20  
                                        nccl:all_reduce         0.00%       0.000us         0.00%       0.000us       0.000us        4.154s        57.78%        4.154s     207.677ms           0 b           0 b           0 b           0 b            20  
                                         REMPE/backward         0.00%       0.000us         0.00%       0.000us       0.000us        2.194s        30.53%        2.194s     219.448ms           0 b           0 b           0 b           0 b            10  
                                      aten::convolution         0.04%      11.161ms         0.68%     193.659ms     110.662us       0.000us         0.00%        1.028s     587.640us           0 b           0 b     166.30 Gb           0 b          1750  
                                     aten::_convolution         0.06%      16.848ms         0.64%     182.497ms     104.284us       0.000us         0.00%        1.028s     587.640us           0 b           0 b     166.30 Gb           0 b          1750  
