epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,1.38,33.04,135.4,16.0,1668.8,13.3,87.2
0,forward,222.84,5348.21,7403.7,25095.6,1668.8,13.3,87.2
0,backward,418.90,10053.61,7401.1,-25070.8,1668.8,13.3,87.2
0,optimizer,9.61,230.70,148.6,43.0,1668.8,13.3,87.2
0,val_forward,850.90,5105.41,18966.3,64.0,1668.8,13.3,87.2
0,val_metrics,34.00,204.02,205.0,0.0,1668.8,13.3,87.2
1,data_to_gpu,1.36,32.57,134.9,16.0,971.5,9.3,84.3
1,forward,81.28,1950.76,2279.3,25096.0,971.5,9.3,84.3
1,backward,269.23,6461.56,3414.8,-25092.0,971.5,9.3,84.3
1,optimizer,4.71,113.04,148.1,0.0,971.5,9.3,84.3
1,val_forward,84.98,509.90,3039.4,64.0,971.5,9.3,84.3
1,val_metrics,1.87,11.25,205.0,0.0,971.5,9.3,84.3
2,data_to_gpu,1.47,35.20,134.9,16.0,1162.3,12.6,19.6
2,forward,82.08,1969.84,2279.3,25096.0,1162.3,12.6,19.6
2,backward,238.56,5725.47,3414.8,-25092.0,1162.3,12.6,19.6
2,optimizer,6.79,162.93,148.1,0.0,1162.3,12.6,19.6
2,val_forward,84.95,509.70,3039.4,64.0,1162.3,12.6,19.6
2,val_metrics,2.35,14.07,205.0,0.0,1162.3,12.6,19.6
3,data_to_gpu,1.38,33.11,134.9,16.0,3112.6,7.7,66.9
3,forward,81.27,1950.57,2279.3,25096.0,3112.6,7.7,66.9
3,backward,210.66,5055.79,3414.8,-25092.0,3112.6,7.7,66.9
3,optimizer,5.19,124.47,148.1,0.0,3112.6,7.7,66.9
3,val_forward,84.97,509.80,3039.4,64.0,3112.6,7.7,66.9
3,val_metrics,2.29,13.76,205.0,0.0,3112.6,7.7,66.9
4,data_to_gpu,1.38,33.13,134.9,16.0,853.7,8.8,85.9
4,forward,81.25,1950.06,2279.3,25096.0,853.7,8.8,85.9
4,backward,291.97,7007.22,3414.8,-25092.0,853.7,8.8,85.9
4,optimizer,5.02,120.47,148.1,0.0,853.7,8.8,85.9
4,val_forward,84.98,509.88,3039.4,64.0,853.7,8.8,85.9
4,val_metrics,2.28,13.65,205.0,0.0,853.7,8.8,85.9
5,data_to_gpu,1.42,34.13,134.9,16.0,1596.5,9.3,78.3
5,forward,81.31,1951.50,2279.3,25096.0,1596.5,9.3,78.3
5,backward,238.12,5714.91,3414.8,-25092.0,1596.5,9.3,78.3
5,optimizer,5.24,125.67,148.1,0.0,1596.5,9.3,78.3
5,val_forward,85.03,510.19,3039.4,64.0,1596.5,9.3,78.3
5,val_metrics,2.28,13.68,205.0,0.0,1596.5,9.3,78.3
6,data_to_gpu,1.44,34.66,134.9,16.0,2969.7,8.8,67.3
6,forward,81.27,1950.54,2279.3,25096.0,2969.7,8.8,67.3
6,backward,210.20,5044.91,3414.8,-25092.0,2969.7,8.8,67.3
6,optimizer,5.12,122.79,148.1,0.0,2969.7,8.8,67.3
6,val_forward,84.95,509.72,3039.4,64.0,2969.7,8.8,67.3
