-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.51%      22.471ms        71.05%        3.112s     311.232ms       0.000us         0.00%     836.533ms      83.653ms     134.16 Kb           0 b           0 b      -5.00 Kb            10  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     825.110ms        27.62%     825.110ms      82.511ms           0 b           0 b           0 b           0 b            10  
                                          REMPE/forward         0.12%       5.084ms         6.06%     265.678ms      26.568ms       0.000us         0.00%     814.534ms      81.453ms     134.23 Kb      -1.18 Mb      10.21 Gb    -185.96 Mb            10  
                        DistributedDataParallel.forward         0.32%      13.908ms         5.85%     256.127ms      25.613ms       0.000us         0.00%     813.440ms      81.344ms       1.31 Mb           0 b      10.16 Gb      -1.66 Gb            10  
                                     CheckpointFunction         1.49%      65.245ms         5.43%     237.742ms     880.526us       0.000us         0.00%     802.905ms       2.974ms       1.31 Mb       1.31 Mb       8.87 Gb     -84.76 Gb           270  
                                 aten::conv_transpose3d         0.05%       2.193ms         1.03%      44.957ms     124.880us       0.000us         0.00%     495.782ms       1.377ms           0 b           0 b      19.47 Gb           0 b           360  
                                aten::native_group_norm         0.42%      18.348ms         1.58%      69.013ms     132.718us     390.859ms        13.08%     390.859ms     751.652us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
                                 aten::conv_depthwise3d         0.08%       3.587ms         0.26%      11.222ms      25.505us     325.196ms        10.89%     325.196ms     739.082us           0 b           0 b      13.72 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     325.196ms        10.89%     325.196ms     739.082us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     319.865ms        10.71%     319.865ms     615.124us           0 b           0 b           0 b           0 b           520  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     306.170ms        10.25%     306.170ms       1.701ms           0 b           0 b           0 b           0 b           180  
                                            aten::copy_         1.64%      71.794ms        10.57%     463.039ms      36.147us     286.911ms         9.60%     286.911ms      22.397us           0 b           0 b           0 b           0 b         12810  
                                               aten::to         0.27%      11.625ms         8.69%     380.620ms      50.547us       0.000us         0.00%     240.222ms      31.902us           0 b           0 b      91.48 Gb           0 b          7530  
                                         aten::_to_copy         0.85%      37.082ms         8.42%     368.995ms      53.323us       0.000us         0.00%     240.222ms      34.714us           0 b           0 b      91.48 Gb      -8.00 Kb          6920  
                                             aten::add_         0.36%      15.671ms         1.81%      79.312ms      21.263us     225.971ms         7.56%     225.971ms      60.582us           0 b           0 b           0 b           0 b          3730  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     217.609ms         7.28%     217.609ms     166.114us           0 b           0 b           0 b           0 b          1310  
                      aten::cudnn_convolution_transpose         0.14%       6.214ms         0.22%       9.431ms      52.396us     216.661ms         7.25%     216.661ms       1.204ms           0 b           0 b       9.73 Gb       9.73 Gb           180  
autograd::engine::evaluate_function: NativeGroupNorm...         0.06%       2.738ms         1.25%      54.858ms     210.993us       0.000us         0.00%     211.682ms     814.162us           0 b           0 b     -20.14 Gb     -40.28 Gb           260  
                               NativeGroupNormBackward0         0.04%       1.818ms         1.19%      52.120ms     200.461us       0.000us         0.00%     211.682ms     814.162us           0 b           0 b      20.14 Gb           0 b           260  
                       aten::native_group_norm_backward         0.35%      15.263ms         1.15%      50.302ms     193.469us     211.682ms         7.09%     211.682ms     814.162us           0 b           0 b      20.14 Gb      -1.00 Mb           260  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.381s
Self CUDA time total: 2.988s
