epoch,train_loss,val_loss,dsc,iou
0,0.533,0.355,0.647,0.583
1,0.35,0.341,0.66,0.62
2,0.335,0.287,0.714,0.715
3,0.3,0.262,0.739,0.743
4,0.273,0.243,0.758,0.84
5,0.243,0.233,0.768,0.857
6,0.224,0.203,0.798,0.812
7,0.208,0.213,0.788,0.758
8,0.199,0.185,0.815,0.811
9,0.188,0.182,0.819,0.83
10,0.192,0.182,0.819,0.83
11,0.193,0.183,0.818,0.837
12,0.192,0.178,0.822,0.825
13,0.201,0.188,0.813,0.845
14,0.216,0.192,0.808,0.828
15,0.21,0.201,0.8,0.788
16,0.218,0.187,0.814,0.827
17,0.228,0.215,0.785,0.783
18,0.233,0.198,0.803,0.821
19,0.223,0.193,0.808,0.793
20,0.213,0.217,0.783,0.841
21,0.2,0.169,0.831,0.862
22,0.192,0.183,0.817,0.844
23,0.185,0.183,0.817,0.816
24,0.183,0.158,0.842,0.848
25,0.177,0.169,0.831,0.847
26,0.174,0.169,0.831,0.883
27,0.167,0.158,0.843,0.855
28,0.16,0.159,0.841,0.85
29,0.152,0.156,0.844,0.855
30,0.157,0.156,0.844,0.855
31,0.156,0.154,0.846,0.855
32,0.156,0.153,0.847,0.844
33,0.16,0.154,0.846,0.861
34,0.169,0.177,0.823,0.84
35,0.167,0.162,0.839,0.854
36,0.176,0.168,0.833,0.88
37,0.186,0.181,0.819,0.815
38,0.185,0.172,0.828,0.809
39,0.201,0.174,0.827,0.855
40,0.174,0.175,0.825,0.873
41,0.175,0.176,0.824,0.885
42,0.163,0.17,0.83,0.804
43,0.17,0.172,0.828,0.819
44,0.166,0.168,0.833,0.847
45,0.157,0.154,0.846,0.84
46,0.152,0.146,0.854,0.853
47,0.147,0.148,0.852,0.864
48,0.138,0.142,0.858,0.868
49,0.141,0.147,0.853,0.851
50,0.134,0.147,0.853,0.851
51,0.138,0.144,0.856,0.863
52,0.138,0.143,0.857,0.87
53,0.143,0.145,0.855,0.859
54,0.144,0.151,0.849,0.851
55,0.143,0.179,0.821,0.796
56,0.163,0.156,0.844,0.852
57,0.165,0.171,0.829,0.835
58,0.161,0.159,0.841,0.859
59,0.163,0.178,0.822,0.83
60,0.185,0.178,0.822,0.843
61,0.174,0.171,0.829,0.857
62,0.159,0.176,0.824,0.81
63,0.152,0.157,0.843,0.826
64,0.144,0.156,0.844,0.857
65,0.149,0.154,0.847,0.833
66,0.143,0.155,0.845,0.87
67,0.133,0.146,0.854,0.864
68,0.133,0.149,0.851,0.86
