epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,7.64,183.29,138.9,17.0,6825.1,16.3,78.5
0,forward,198.60,4766.48,3906.4,49617.2,6825.1,16.3,78.5
0,backward,1527.44,36658.51,6213.4,-49588.8,6825.1,16.3,78.5
0,optimizer,9.78,234.71,152.1,42.4,6825.1,16.3,78.5
0,val_forward,94.67,568.02,3039.4,67.0,6825.1,16.3,78.5
0,val_metrics,13.70,82.18,204.9,0.0,6825.1,16.3,78.5
1,data_to_gpu,8.97,215.37,138.9,16.0,9369.2,8.2,70.9
1,forward,86.40,2073.57,3906.4,49620.0,9369.2,8.2,70.9
1,backward,1372.37,32936.98,6213.4,-49612.0,9369.2,8.2,70.9
1,optimizer,3.65,87.71,152.1,0.0,9369.2,8.2,70.9
1,val_forward,91.06,546.35,3038.4,64.0,9369.2,8.2,70.9
1,val_metrics,1.96,11.77,204.9,0.0,9369.2,8.2,70.9
2,data_to_gpu,8.23,197.43,138.9,16.0,12904.4,14.5,42.3
2,forward,87.10,2090.36,3906.4,49623.0,12904.4,14.5,42.3
2,backward,1097.93,26350.30,6213.4,-49615.0,12904.4,14.5,42.3
2,optimizer,6.64,159.34,152.1,0.0,12904.4,14.5,42.3
2,val_forward,91.12,546.74,3039.4,67.0,12904.4,14.5,42.3
2,val_metrics,2.54,15.22,204.9,0.0,12904.4,14.5,42.3
3,data_to_gpu,7.95,190.81,138.9,16.0,30152.3,13.9,40.5
3,forward,86.46,2075.09,3906.4,49623.0,30152.3,13.9,40.5
3,backward,872.77,20946.48,6213.4,-49615.0,30152.3,13.9,40.5
3,optimizer,5.12,122.98,152.1,0.0,30152.3,13.9,40.5
3,val_forward,92.16,552.96,3039.4,64.0,30152.3,13.9,40.5
3,val_metrics,2.36,14.15,204.9,0.0,30152.3,13.9,40.5
4,data_to_gpu,8.58,205.86,138.9,17.0,15646.8,11.9,62.8
4,forward,86.55,2077.26,3906.4,49622.0,15646.8,11.9,62.8
4,backward,1305.35,31328.33,6213.4,-49614.0,15646.8,11.9,62.8
4,optimizer,4.84,116.21,152.1,0.0,15646.8,11.9,62.8
4,val_forward,92.98,557.90,3039.4,67.0,15646.8,11.9,62.8
4,val_metrics,2.68,16.10,204.9,0.0,15646.8,11.9,62.8
5,data_to_gpu,7.60,182.32,138.9,16.0,7684.0,13.1,79.3
5,forward,86.49,2075.66,3906.4,49620.0,7684.0,13.1,79.3
5,backward,1861.95,44686.89,6213.4,-49612.0,7684.0,13.1,79.3
5,optimizer,4.97,119.37,152.1,0.0,7684.0,13.1,79.3
5,val_forward,91.07,546.41,3038.4,64.0,7684.0,13.1,79.3
5,val_metrics,2.35,14.10,204.9,0.0,7684.0,13.1,79.3
6,data_to_gpu,7.50,179.94,138.9,16.0,17092.4,13.7,52.7
6,forward,87.56,2101.45,3906.4,49622.0,17092.4,13.7,52.7
6,backward,891.75,21401.97,6213.4,-49614.0,17092.4,13.7,52.7
6,optimizer,5.35,128.37,152.1,0.0,17092.4,13.7,52.7
6,val_forward,91.33,547.96,3039.4,67.0,17092.4,13.7,52.7
6,val_metrics,2.36,14.15,204.9,0.0,17092.4,13.7,52.7
7,data_to_gpu,8.64,207.41,138.9,16.0,26895.3,11.7,39.6
7,forward,86.40,2073.62,3906.4,49625.9,26895.3,11.7,39.6
7,backward,739.45,17746.79,6213.4,-49617.9,26895.3,11.7,39.6
7,optimizer,4.52,108.59,152.1,0.0,26895.3,11.7,39.6
7,val_forward,91.50,549.01,3038.4,64.0,26895.3,11.7,39.6
7,val_metrics,2.39,14.35,204.9,0.0,26895.3,11.7,39.6
8,data_to_gpu,8.23,197.47,138.9,16.0,11270.6,10.6,72.2
8,forward,86.41,2073.93,3906.4,49622.0,11270.6,10.6,72.2
8,backward,1610.03,38640.78,6213.4,-49614.0,11270.6,10.6,72.2
8,optimizer,4.94,118.47,152.1,0.0,11270.6,10.6,72.2
8,val_forward,91.65,549.93,3038.4,64.0,11270.6,10.6,72.2
8,val_metrics,2.37,14.20,204.0,0.0,11270.6,10.6,72.2
9,data_to_gpu,8.28,198.60,138.9,16.0,10647.2,12.9,71.0
9,forward,86.41,2073.78,3906.4,49619.0,10647.2,12.9,71.0
9,backward,1438.23,34517.47,6213.4,-49611.0,10647.2,12.9,71.0
9,optimizer,4.81,115.44,152.1,0.0,10647.2,12.9,71.0
9,val_forward,91.63,549.80,3038.4,64.0,10647.2,12.9,71.0
9,val_metrics,2.36,14.15,204.9,0.0,10647.2,12.9,71.0
10,data_to_gpu,8.72,209.35,138.9,17.0,43645.9,10.0,15.6
10,forward,86.37,2072.78,3906.4,49622.0,43645.9,10.0,15.6
10,backward,248.99,5975.76,6213.4,-49614.0,43645.9,10.0,15.6
10,optimizer,4.34,104.23,152.1,0.0,43645.9,10.0,15.6
10,val_forward,91.10,546.60,3039.4,67.0,43645.9,10.0,15.6
10,val_metrics,2.36,14.14,204.9,0.0,43645.9,10.0,15.6
11,data_to_gpu,8.35,200.51,138.9,17.0,7306.1,12.2,74.7
11,forward,86.43,2074.29,3906.4,49621.0,7306.1,12.2,74.7
11,backward,1365.32,32767.68,6213.4,-49613.0,7306.1,12.2,74.7
11,optimizer,4.44,106.46,152.1,0.0,7306.1,12.2,74.7
11,val_forward,91.08,546.50,3039.4,64.0,7306.1,12.2,74.7
11,val_metrics,2.35,14.09,204.9,0.0,7306.1,12.2,74.7
12,data_to_gpu,7.69,184.47,138.9,17.0,29229.4,11.5,30.5
12,forward,86.56,2077.43,3906.4,49621.0,29229.4,11.5,30.5
12,backward,506.81,12163.53,6213.4,-49613.0,29229.4,11.5,30.5
12,optimizer,5.01,120.21,152.1,0.0,29229.4,11.5,30.5
12,val_forward,92.44,554.63,3039.4,66.0,29229.4,11.5,30.5
12,val_metrics,2.42,14.50,204.9,0.0,29229.4,11.5,30.5
13,data_to_gpu,8.18,196.23,138.9,17.0,20756.9,12.0,47.6
13,forward,86.59,2078.10,3906.4,49621.0,20756.9,12.0,47.6
13,backward,838.83,20131.99,6213.4,-49613.0,20756.9,12.0,47.6
13,optimizer,4.90,117.58,152.1,0.0,20756.9,12.0,47.6
13,val_forward,91.49,548.94,3039.4,66.0,20756.9,12.0,47.6
13,val_metrics,2.80,16.79,204.9,0.0,20756.9,12.0,47.6
14,data_to_gpu,7.35,176.47,138.9,17.0,26983.8,12.1,45.7
14,forward,86.45,2074.83,3906.4,49617.0,26983.8,12.1,45.7
14,backward,985.28,23646.81,6213.4,-49609.0,26983.8,12.1,45.7
