epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,1.08,25.92,138.8,16.0,19361.7,28.6,73.8
0,forward,473.19,11356.64,19576.8,49615.2,19361.7,28.6,73.8
0,backward,2665.54,63972.96,19941.7,-49586.8,19361.7,28.6,73.8
0,optimizer,9.60,230.43,152.1,42.4,19361.7,28.6,73.8
0,val_forward,113.67,682.00,3038.4,64.0,19361.7,28.6,73.8
0,val_metrics,13.21,79.27,204.0,0.0,19361.7,28.6,73.8
1,data_to_gpu,1.00,23.92,138.0,16.0,7741.8,8.8,83.1
1,forward,113.43,2722.27,3905.4,49616.0,7741.8,8.8,83.1
1,backward,3030.45,72730.71,6210.6,-49608.0,7741.8,8.8,83.1
1,optimizer,3.93,94.43,152.1,0.0,7741.8,8.8,83.1
1,val_forward,113.53,681.15,3038.4,64.0,7741.8,8.8,83.1
1,val_metrics,1.93,11.61,204.0,0.0,7741.8,8.8,83.1
2,data_to_gpu,1.09,26.14,138.9,16.0,32601.5,10.0,22.8
2,forward,113.99,2735.76,3906.4,49618.0,32601.5,10.0,22.8
2,backward,752.21,18053.05,6211.6,-49610.0,32601.5,10.0,22.8
2,optimizer,7.02,168.40,152.1,0.0,32601.5,10.0,22.8
2,val_forward,113.53,681.21,3038.4,64.0,32601.5,10.0,22.8
2,val_metrics,2.37,14.19,204.0,0.0,32601.5,10.0,22.8
3,data_to_gpu,1.07,25.63,138.0,16.0,39129.8,10.1,40.8
3,forward,113.55,2725.30,3905.4,49616.0,39129.8,10.1,40.8
3,backward,1195.80,28699.12,6210.6,-49608.0,39129.8,10.1,40.8
3,optimizer,4.84,116.08,152.1,0.0,39129.8,10.1,40.8
3,val_forward,113.54,681.22,3038.4,64.0,39129.8,10.1,40.8
3,val_metrics,2.51,15.05,204.0,0.0,39129.8,10.1,40.8
4,data_to_gpu,0.98,23.44,138.9,16.0,6207.2,9.6,82.8
4,forward,113.58,2725.87,3906.4,49618.0,6207.2,9.6,82.8
4,backward,2625.01,63000.15,6211.6,-49610.0,6207.2,9.6,82.8
4,optimizer,4.60,110.49,152.1,0.0,6207.2,9.6,82.8
4,val_forward,113.62,681.72,3038.4,64.0,6207.2,9.6,82.8
4,val_metrics,2.28,13.68,204.0,0.0,6207.2,9.6,82.8
5,data_to_gpu,1.02,24.46,138.0,16.0,1453.0,9.7,88.5
5,forward,113.51,2724.16,3905.4,49616.0,1453.0,9.7,88.5
5,backward,2772.00,66527.94,6210.6,-49608.0,1453.0,9.7,88.5
5,optimizer,4.79,114.86,152.1,0.0,1453.0,9.7,88.5
5,val_forward,113.51,681.04,3038.4,64.0,1453.0,9.7,88.5
5,val_metrics,2.39,14.32,204.0,0.0,1453.0,9.7,88.5
6,data_to_gpu,1.00,24.04,138.9,16.0,39538.4,9.1,43.0
6,forward,113.44,2722.64,3906.4,49618.0,39538.4,9.1,43.0
6,backward,1334.97,32039.24,6211.6,-49610.0,39538.4,9.1,43.0
6,optimizer,4.42,105.98,152.1,0.0,39538.4,9.1,43.0
6,val_forward,113.61,681.69,3038.4,64.0,39538.4,9.1,43.0
6,val_metrics,2.40,14.43,204.0,0.0,39538.4,9.1,43.0
7,data_to_gpu,1.03,24.74,138.0,16.0,72490.4,8.7,15.9
7,forward,113.40,2721.65,3905.4,49616.0,72490.4,8.7,15.9
7,backward,481.39,11553.35,6210.6,-49608.0,72490.4,8.7,15.9
7,optimizer,4.48,107.63,152.1,0.0,72490.4,8.7,15.9
7,val_forward,113.56,681.35,3038.4,64.0,72490.4,8.7,15.9
7,val_metrics,2.36,14.16,204.0,0.0,72490.4,8.7,15.9
8,data_to_gpu,1.00,24.11,138.9,16.0,18524.5,8.6,66.7
8,forward,113.47,2723.29,3906.4,49618.0,18524.5,8.6,66.7
8,backward,2040.51,48972.18,6211.6,-49610.0,18524.5,8.6,66.7
8,optimizer,4.68,112.43,152.1,0.0,18524.5,8.6,66.7
8,val_forward,113.53,681.16,3038.4,64.0,18524.5,8.6,66.7
8,val_metrics,2.31,13.84,204.0,0.0,18524.5,8.6,66.7
9,data_to_gpu,1.04,24.90,138.0,16.0,21028.3,9.6,63.1
9,forward,113.54,2725.07,3905.4,49616.0,21028.3,9.6,63.1
9,backward,1900.94,45622.45,6210.6,-49608.0,21028.3,9.6,63.1
9,optimizer,4.78,114.77,152.1,0.0,21028.3,9.6,63.1
9,val_forward,113.63,681.80,3038.4,64.0,21028.3,9.6,63.1
9,val_metrics,2.50,15.01,204.0,0.0,21028.3,9.6,63.1
10,data_to_gpu,1.00,24.09,138.9,16.0,68010.6,8.1,16.6
10,forward,113.96,2734.94,3906.4,49618.0,68010.6,8.1,16.6
