epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,1.48,35.41,138.9,16.0,16113.4,12.0,69.7
0,forward,463.64,11127.28,19576.8,49615.2,16113.4,12.0,69.7
0,backward,1464.11,35138.71,19942.5,-49585.8,16113.4,12.0,69.7
0,optimizer,7.98,191.57,153.0,42.4,16113.4,12.0,69.7
0,val_forward,113.71,682.26,3039.4,64.0,16113.4,12.0,69.7
0,val_metrics,31.87,191.23,204.9,0.0,16113.4,12.0,69.7
1,data_to_gpu,1.35,32.50,138.9,16.0,15220.5,11.3,66.1
1,forward,113.38,2721.02,3906.4,49616.0,15220.5,11.3,66.1
1,backward,1454.56,34909.56,6210.6,-49609.0,15220.5,11.3,66.1
1,optimizer,4.47,107.28,153.0,0.0,15220.5,11.3,66.1
1,val_forward,113.80,682.79,3038.4,64.0,15220.5,11.3,66.1
1,val_metrics,2.09,12.55,204.9,0.0,15220.5,11.3,66.1
2,data_to_gpu,1.30,31.20,138.9,16.0,9029.4,15.0,42.2
2,forward,114.09,2738.24,3906.4,49616.0,9029.4,15.0,42.2
2,backward,1270.62,30494.77,6210.6,-49608.0,9029.4,15.0,42.2
2,optimizer,7.15,171.55,152.1,0.0,9029.4,15.0,42.2
2,val_forward,113.75,682.50,3038.4,64.0,9029.4,15.0,42.2
2,val_metrics,2.37,14.19,204.9,0.0,9029.4,15.0,42.2
3,data_to_gpu,1.23,29.43,138.9,16.0,27967.0,14.4,42.3
3,forward,113.45,2722.71,3906.4,49616.0,27967.0,14.4,42.3
3,backward,849.29,20382.95,6210.6,-49608.0,27967.0,14.4,42.3
3,optimizer,5.28,126.65,153.0,0.0,27967.0,14.4,42.3
3,val_forward,113.78,682.68,3038.4,64.0,27967.0,14.4,42.3
3,val_metrics,2.31,13.84,204.9,0.0,27967.0,14.4,42.3
4,data_to_gpu,1.08,25.91,138.9,16.0,2258.9,15.5,88.7
4,forward,113.67,2728.16,3906.4,49616.0,2258.9,15.5,88.7
4,backward,2166.06,51985.33,6210.6,-49608.0,2258.9,15.5,88.7
4,optimizer,6.14,147.27,153.0,0.0,2258.9,15.5,88.7
4,val_forward,113.87,683.24,3038.4,64.0,2258.9,15.5,88.7
4,val_metrics,2.44,14.64,204.9,0.0,2258.9,15.5,88.7
5,data_to_gpu,1.16,27.85,138.9,16.0,7278.8,13.1,79.8
5,forward,113.52,2724.54,3906.4,49616.0,7278.8,13.1,79.8
5,backward,1864.59,44750.17,6210.6,-49608.0,7278.8,13.1,79.8
5,optimizer,5.39,129.28,153.0,0.0,7278.8,13.1,79.8
5,val_forward,113.69,682.12,3038.4,64.0,7278.8,13.1,79.8
5,val_metrics,2.40,14.38,204.9,0.0,7278.8,13.1,79.8
6,data_to_gpu,1.22,29.38,138.9,16.0,12213.2,14.0,64.8
6,forward,113.46,2722.94,3906.4,49616.0,12213.2,14.0,64.8
6,backward,1174.44,28186.48,6210.6,-49608.0,12213.2,14.0,64.8
6,optimizer,5.19,124.50,152.1,0.0,12213.2,14.0,64.8
6,val_forward,113.88,683.27,3038.4,64.0,12213.2,14.0,64.8
6,val_metrics,2.37,14.24,204.9,0.0,12213.2,14.0,64.8
7,data_to_gpu,1.30,31.10,138.9,16.0,27633.8,11.4,43.0
7,forward,113.38,2721.09,3906.4,49616.0,27633.8,11.4,43.0
7,backward,870.87,20900.83,6210.6,-49608.0,27633.8,11.4,43.0
7,optimizer,4.95,118.90,152.1,0.0,27633.8,11.4,43.0
7,val_forward,113.92,683.52,3038.4,64.0,27633.8,11.4,43.0
7,val_metrics,2.44,14.66,204.9,0.0,27633.8,11.4,43.0
8,data_to_gpu,1.23,29.52,138.9,16.0,17144.3,15.1,64.0
8,forward,113.46,2723.11,3906.4,49616.0,17144.3,15.1,64.0
8,backward,1475.94,35422.53,6210.6,-49608.0,17144.3,15.1,64.0
8,optimizer,5.15,123.62,152.1,0.0,17144.3,15.1,64.0
8,val_forward,113.88,683.28,3038.4,64.0,17144.3,15.1,64.0
8,val_metrics,2.38,14.26,204.9,0.0,17144.3,15.1,64.0
9,data_to_gpu,1.20,28.70,138.9,16.0,6034.6,11.3,81.9
9,forward,113.37,2720.84,3906.4,49616.0,6034.6,11.3,81.9
9,backward,1928.36,46280.53,6210.6,-49607.0,6034.6,11.3,81.9
9,optimizer,5.24,125.84,152.1,0.0,6034.6,11.3,81.9
9,val_forward,113.65,681.91,3039.4,64.0,6034.6,11.3,81.9
9,val_metrics,2.40,14.40,204.9,0.0,6034.6,11.3,81.9
10,data_to_gpu,1.27,30.59,138.9,16.0,40110.2,12.4,27.0
10,forward,113.35,2720.31,3906.4,49616.0,40110.2,12.4,27.0
10,backward,549.76,13194.32,6210.6,-49609.0,40110.2,12.4,27.0
10,optimizer,4.71,113.01,153.0,0.0,40110.2,12.4,27.0
10,val_forward,113.73,682.36,3038.4,64.0,40110.2,12.4,27.0
10,val_metrics,2.54,15.23,204.9,0.0,40110.2,12.4,27.0
11,data_to_gpu,1.11,26.71,138.9,16.0,3820.2,11.3,83.5
11,forward,113.43,2722.37,3906.4,49616.0,3820.2,11.3,83.5
11,backward,1703.17,40876.11,6210.6,-49608.0,3820.2,11.3,83.5
11,optimizer,5.32,127.74,153.0,0.0,3820.2,11.3,83.5
11,val_forward,113.50,680.97,3038.4,64.0,3820.2,11.3,83.5
11,val_metrics,2.37,14.20,204.9,0.0,3820.2,11.3,83.5
12,data_to_gpu,1.36,32.61,138.9,16.0,23936.1,12.5,44.3
12,forward,113.36,2720.74,3906.4,49616.0,23936.1,12.5,44.3
12,backward,806.98,19367.55,6210.6,-49607.0,23936.1,12.5,44.3
12,optimizer,4.81,115.55,152.1,0.0,23936.1,12.5,44.3
