epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,19.44,466.45,138.9,16.0,1202.7,9.9,94.3
0,forward,397.45,9538.81,19576.8,49616.2,1202.7,9.9,94.3
0,backward,1113.87,26732.88,19941.7,-49586.8,1202.7,9.9,94.3
0,optimizer,8.38,201.07,152.1,42.4,1202.7,9.9,94.3
0,val_forward,102.89,617.36,3039.4,64.0,1202.7,9.9,94.3
0,val_metrics,38.67,232.03,204.9,0.0,1202.7,9.9,94.3
1,data_to_gpu,19.31,463.35,138.9,16.0,899.0,6.7,83.7
1,forward,84.20,2020.78,3906.4,49616.0,899.0,6.7,83.7
1,backward,219.15,5259.58,6213.4,-49608.0,899.0,6.7,83.7
1,optimizer,3.86,92.75,152.1,0.0,899.0,6.7,83.7
1,val_forward,100.67,604.00,3039.4,64.0,899.0,6.7,83.7
1,val_metrics,3.24,19.47,204.9,0.0,899.0,6.7,83.7
2,data_to_gpu,18.44,442.46,138.9,16.0,828.8,11.0,29.0
2,forward,84.82,2035.75,3906.4,49616.0,828.8,11.0,29.0
2,backward,220.65,5295.60,6213.4,-49608.0,828.8,11.0,29.0
2,optimizer,30.20,724.88,152.1,0.0,828.8,11.0,29.0
2,val_forward,94.62,567.75,3039.4,64.0,828.8,11.0,29.0
2,val_metrics,2.30,13.81,204.9,0.0,828.8,11.0,29.0
3,data_to_gpu,18.98,455.57,138.9,16.0,855.6,6.8,83.4
3,forward,84.09,2018.18,3906.4,49616.0,855.6,6.8,83.4
3,backward,219.39,5265.32,6213.4,-49608.0,855.6,6.8,83.4
3,optimizer,4.04,96.96,152.1,0.0,855.6,6.8,83.4
3,val_forward,94.85,569.12,3039.4,64.0,855.6,6.8,83.4
3,val_metrics,2.27,13.65,204.9,0.0,855.6,6.8,83.4
4,data_to_gpu,18.96,455.01,138.9,16.0,873.3,7.0,83.4
4,forward,84.10,2018.31,3906.4,49616.0,873.3,7.0,83.4
4,backward,219.05,5257.14,6213.4,-49608.0,873.3,7.0,83.4
4,optimizer,4.12,98.96,152.1,0.0,873.3,7.0,83.4
4,val_forward,98.02,588.14,3039.4,64.0,873.3,7.0,83.4
4,val_metrics,3.72,22.33,204.9,0.0,873.3,7.0,83.4
5,data_to_gpu,19.62,470.80,138.9,16.0,909.8,6.8,83.4
5,forward,84.09,2018.11,3906.4,49616.0,909.8,6.8,83.4
5,backward,218.57,5245.67,6213.4,-49608.0,909.8,6.8,83.4
5,optimizer,4.04,96.86,152.1,0.0,909.8,6.8,83.4
5,val_forward,94.36,566.14,3039.4,64.0,909.8,6.8,83.4
5,val_metrics,2.27,13.64,204.9,0.0,909.8,6.8,83.4
6,data_to_gpu,19.39,465.41,138.9,16.0,894.5,6.0,83.3
6,forward,84.05,2017.31,3906.4,49616.0,894.5,6.0,83.3
6,backward,219.06,5257.35,6213.4,-49608.0,894.5,6.0,83.3
6,optimizer,4.02,96.39,152.1,0.0,894.5,6.0,83.3
6,val_forward,101.26,607.58,3039.4,64.0,894.5,6.0,83.3
6,val_metrics,3.08,18.51,204.9,0.0,894.5,6.0,83.3
7,data_to_gpu,19.26,462.19,138.9,16.0,811.6,6.3,84.1
7,forward,84.08,2018.01,3906.4,49616.0,811.6,6.3,84.1
7,backward,218.90,5253.60,6213.4,-49608.0,811.6,6.3,84.1
7,optimizer,4.24,101.78,152.1,0.0,811.6,6.3,84.1
7,val_forward,94.36,566.17,3039.4,64.0,811.6,6.3,84.1
7,val_metrics,2.26,13.55,204.9,0.0,811.6,6.3,84.1
8,data_to_gpu,19.26,462.29,138.9,16.0,858.5,6.9,83.9
8,forward,84.09,2018.23,3906.4,49616.0,858.5,6.9,83.9
8,backward,218.41,5241.86,6213.4,-49608.0,858.5,6.9,83.9
8,optimizer,4.14,99.32,152.1,0.0,858.5,6.9,83.9
8,val_forward,101.13,606.78,3039.4,64.0,858.5,6.9,83.9
8,val_metrics,2.97,17.85,204.9,0.0,858.5,6.9,83.9
9,data_to_gpu,19.42,466.05,138.9,16.0,878.9,6.0,84.6
9,forward,84.09,2018.23,3906.4,49616.0,878.9,6.0,84.6
9,backward,218.97,5255.17,6213.4,-49608.0,878.9,6.0,84.6
9,optimizer,4.14,99.36,152.1,0.0,878.9,6.0,84.6
9,val_forward,94.68,568.06,3039.4,64.0,878.9,6.0,84.6
9,val_metrics,2.30,13.81,204.9,0.0,878.9,6.0,84.6
