-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.35%      37.726ms         0.86%      93.502ms      82.745us     251.013ms         2.63%     251.013ms     222.135us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
                                            aten::empty         0.38%      40.870ms         0.38%      40.870ms       5.471us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     117.98 Gb     117.98 Gb          7470  
                                             aten::gelu         0.07%       7.185ms         0.10%      10.963ms      21.083us     124.723ms         1.30%     124.723ms     239.851us           0 b           0 b      80.59 Gb      80.59 Gb           520  
                             aten::convolution_backward         0.44%      47.976ms         2.97%     322.197ms     366.133us     895.009ms         9.36%     971.862ms       1.104ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.09%       9.300ms         0.30%      32.703ms      41.927us     119.469ms         1.25%     119.469ms     153.165us           0 b           0 b      51.60 Gb      51.60 Gb           780  
                                    aten::gelu_backward         0.03%       3.364ms         0.15%      16.066ms      61.791us      92.163ms         0.96%      92.163ms     354.474us           0 b           0 b      40.29 Gb      40.29 Gb           260  
                      aten::cudnn_convolution_transpose         0.06%       6.931ms         0.10%      11.141ms      61.892us     232.238ms         2.43%     232.238ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
                                    aten::empty_strided         0.14%      15.039ms         0.14%      15.039ms       6.214us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.97 Gb       6.97 Gb          2420  
                                              aten::mul         0.01%     783.859us         0.01%       1.278ms      25.563us     526.429us         0.01%     526.429us      10.529us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.00%     288.689us         0.00%     424.170us      42.417us      95.582us         0.00%      95.582us       9.558us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.00%     167.520us         0.00%     263.621us      26.362us     126.558us         0.00%     126.558us      12.656us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                         cudaEventQuery         0.01%       1.020ms         0.01%       1.027ms       5.374us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      70.59 Mb      70.59 Mb           191  
                               cudaPointerGetAttributes         0.00%     220.689us         0.00%     220.689us      12.261us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      12.00 Mb      12.00 Mb            18  
                                              aten::sum         0.20%      22.218ms         1.60%     174.017ms     191.227us      77.392ms         0.81%      77.392ms      85.046us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.01%       1.087ms         0.01%       1.087ms       4.179us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
                                            aten::fill_         0.01%       1.224ms         0.03%       2.952ms      16.402us       9.613ms         0.10%       9.613ms      53.404us           0 b           0 b    -255.78 Mb      65.50 Kb           180  
                                              aten::div         0.00%     535.649us         0.01%     849.487us      21.237us     106.432us         0.00%     106.432us       2.661us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.00%     416.622us         0.01%     652.351us      32.618us      50.847us         0.00%      50.847us       2.542us           0 b           0 b      10.00 Kb      10.00 Kb            20  
                                               aten::ne         0.00%     246.663us         0.00%     429.162us      42.916us      26.752us         0.00%      26.752us       2.675us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                              aten::sub         0.00%     136.610us         0.00%     231.130us      23.113us      23.968us         0.00%      23.968us       2.397us           0 b           0 b       5.00 Kb       5.00 Kb            10  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 10.846s
Self CUDA time total: 9.559s
