-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.10%      10.822ms         3.54%     383.440ms     435.727us       0.000us         0.00%        1.011s       1.149ms           0 b           0 b     -49.22 Gb    -147.26 Gb           880  
                                   ConvolutionBackward0         0.05%       5.532ms         3.02%     327.729ms     372.419us       0.000us         0.00%     971.862ms       1.104ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         0.44%      47.976ms         2.97%     322.197ms     366.133us     895.009ms         9.36%     971.862ms       1.104ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                          ProfilerStep*         0.23%      25.316ms        88.51%        9.600s     959.955ms       0.000us         0.00%     861.191ms      86.119ms     134.16 Kb           0 b           0 b      -5.00 Kb            10  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     854.674ms         8.94%     854.674ms      85.467ms           0 b           0 b           0 b           0 b            10  
                                          REMPE/forward         0.04%       3.998ms         1.95%     211.573ms      21.157ms       0.000us         0.00%     843.834ms      84.383ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.18%      19.111ms         1.85%     200.752ms      20.075ms       0.000us         0.00%     842.538ms      84.254ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         0.62%      66.845ms         1.63%     176.824ms     654.905us       0.000us         0.00%     828.030ms       3.067ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.91 Gb           270  
                                           aten::conv3d         0.05%       5.777ms         1.71%     185.841ms     118.370us       0.000us         0.00%     764.073ms     486.671us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.03%       2.938ms         0.77%      83.697ms     160.955us       0.000us         0.00%     393.727ms     757.167us           0 b           0 b      40.30 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.18%      19.534ms         0.74%      80.759ms     155.305us     393.727ms         4.12%     393.727ms     757.167us           0 b           0 b      40.30 Gb    -821.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.508ms         3.37%     322.508ms     620.207us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.04%       4.366ms         0.25%      27.515ms      62.534us     311.559ms         3.26%     311.559ms     708.089us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.559ms         3.26%     311.559ms     708.089us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     300.678ms         3.15%     300.678ms       1.670ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     682.290us         0.17%      18.746ms     104.143us       0.000us         0.00%     265.240ms       1.474ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.14%      15.697ms         0.72%      77.814ms      20.918us     251.330ms         2.63%     251.330ms      67.562us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.35%      37.726ms         0.86%      93.502ms      82.745us     251.013ms         2.63%     251.013ms     222.135us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.626ms         2.45%     234.626ms     177.747us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.06%       6.931ms         0.10%      11.141ms      61.892us     232.238ms         2.43%     232.238ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 10.846s
Self CUDA time total: 9.559s
