-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.77%      35.733ms         1.76%      81.821ms      72.408us     250.758ms         7.78%     250.758ms     221.910us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
                                            aten::empty         0.86%      39.935ms         0.86%      39.935ms       5.346us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     117.97 Gb     117.97 Gb          7470  
                                             aten::gelu         0.15%       7.058ms         0.58%      26.986ms      51.897us     124.570ms         3.86%     124.570ms     239.557us           0 b           0 b      80.57 Gb      80.57 Gb           520  
                             aten::convolution_backward         1.05%      48.645ms         5.85%     271.334ms     308.334us     880.987ms        27.32%     957.822ms       1.088ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.20%       9.091ms         0.38%      17.745ms      22.750us     119.451ms         3.70%     119.451ms     153.143us           0 b           0 b      51.60 Gb      51.60 Gb           780  
                                    aten::gelu_backward         0.07%       3.353ms         0.93%      43.376ms     166.830us      92.166ms         2.86%      92.166ms     354.484us           0 b           0 b      40.28 Gb      40.28 Gb           260  
                      aten::cudnn_convolution_transpose         0.15%       6.793ms         0.24%      11.089ms      61.605us     232.118ms         7.20%     232.118ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
                                    aten::empty_strided         0.32%      15.043ms         0.32%      15.043ms       6.216us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.96 Gb       6.96 Gb          2420  
                                              aten::mul         0.02%     855.571us         0.03%       1.390ms      27.794us     525.884us         0.02%     525.884us      10.518us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.01%     266.159us         0.01%     387.728us      38.773us      91.263us         0.00%      91.263us       9.126us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.02%     846.720us         0.02%     960.850us      96.085us     122.848us         0.00%     122.848us      12.285us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                         cudaEventQuery         0.01%     538.808us         0.01%     538.808us       8.690us       4.896us         0.00%       4.896us       0.079us           0 b           0 b       2.01 Mb       2.01 Mb            62  
                                              aten::sum         0.42%      19.423ms         2.05%      95.189ms     104.603us      77.376ms         2.40%      77.376ms      85.028us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.02%       1.116ms         0.02%       1.116ms       4.291us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
autograd::engine::evaluate_function: torch::autograd...         0.48%      22.228ms         2.47%     114.690ms      44.801us       0.000us         0.00%      24.677ms       9.639us           0 b           0 b      48.50 Kb     193.00 Kb          2560  
                                            aten::fill_         0.03%       1.211ms         0.11%       5.264ms      29.247us       9.543ms         0.30%       9.543ms      53.018us           0 b           0 b    -144.50 Kb      32.50 Kb           180  
                                              aten::div         0.01%     586.903us         0.02%     912.360us      22.809us     106.720us         0.00%     106.720us       2.668us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.02%     780.908us         0.03%       1.167ms      58.335us      50.399us         0.00%      50.399us       2.520us           0 b           0 b      10.00 Kb      10.00 Kb            20  
                                               aten::ne         0.01%     270.000us         0.01%     411.689us      41.169us      27.136us         0.00%      27.136us       2.714us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                              aten::sub         0.00%     139.039us         0.00%     225.259us      22.526us      23.872us         0.00%      23.872us       2.387us           0 b           0 b       5.00 Kb       5.00 Kb            10  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.642s
Self CUDA time total: 3.224s
