-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          REMPE/forward         0.09%       4.135ms         4.24%     196.624ms      19.662ms       0.000us         0.00%     843.428ms      84.343ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.32%      14.829ms         4.06%     188.253ms      18.825ms       0.000us         0.00%     842.143ms      84.214ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         1.36%      63.260ms         3.65%     169.267ms     626.915us       0.000us         0.00%     827.656ms       3.065ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.89 Gb           270  
                                           aten::conv3d         0.12%       5.800ms         5.22%     242.321ms     154.345us       0.000us         0.00%     763.536ms     486.329us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.06%       2.842ms         2.77%     128.612ms     247.330us       0.000us         0.00%     393.720ms     757.154us           0 b           0 b      40.28 Gb    -409.00 Kb           520  
                                aten::native_group_norm         0.41%      18.877ms         2.71%     125.770ms     241.865us     393.720ms        12.21%     393.720ms     757.154us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.596ms        10.01%     322.596ms     620.378us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.09%       4.274ms         1.68%      77.838ms     176.904us     311.483ms         9.66%     311.483ms     707.917us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.483ms         9.66%     311.483ms     707.917us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     296.617ms         9.20%     296.617ms       1.648ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     661.320us         0.41%      19.261ms     107.007us       0.000us         0.00%     265.063ms       1.473ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.34%      15.577ms         1.22%      56.813ms      15.272us     251.068ms         7.79%     251.068ms      67.491us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.77%      35.733ms         1.76%      81.821ms      72.408us     250.758ms         7.78%     250.758ms     221.910us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
                                            aten::copy_         0.59%      27.617ms         6.64%     308.186ms      52.058us     244.275ms         7.58%     244.275ms      41.263us           0 b           0 b           0 b           0 b          5920  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.360ms         7.27%     234.360ms     177.546us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.15%       6.793ms         0.24%      11.089ms      61.605us     232.118ms         7.20%     232.118ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
autograd::engine::evaluate_function: NativeGroupNorm...         0.07%       3.179ms         1.10%      50.964ms     196.017us       0.000us         0.00%     209.659ms     806.382us           0 b           0 b     -20.14 Gb     -40.28 Gb           260  
                               NativeGroupNormBackward0         0.04%       1.838ms         1.03%      47.786ms     183.792us       0.000us         0.00%     209.659ms     806.382us           0 b           0 b      20.14 Gb           0 b           260  
                       aten::native_group_norm_backward         0.32%      14.859ms         0.99%      45.947ms     176.721us     209.659ms         6.50%     209.659ms     806.382us           0 b           0 b      20.14 Gb      -1.00 Mb           260  
void cudnn::cnn::dgrad2d_grouped_direct_kernel<float...         0.00%       0.000us         0.00%       0.000us       0.000us     195.870ms         6.07%     195.870ms       2.448ms           0 b           0 b           0 b           0 b            80  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.642s
Self CUDA time total: 3.224s
