-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         REMPE/backward         0.00%       0.000us         0.00%       0.000us       0.000us        2.188s        67.86%        2.188s     218.791ms           0 b           0 b           0 b           0 b            10  
autograd::engine::evaluate_function: CheckpointFunct...         0.07%       3.252ms        21.46%     996.245ms       3.690ms       0.000us         0.00%        2.151s       7.967ms           0 b           0 b     -17.32 Gb     -37.48 Gb           270  
                             CheckpointFunctionBackward         3.11%     144.380ms        21.38%     992.375ms       3.675ms       0.000us         0.00%        2.143s       7.938ms           0 b     -16.88 Kb      20.16 Gb     -45.57 Gb           270  
                                          ProfilerStep*         0.51%      23.751ms        72.99%        3.388s     338.810ms       0.000us         0.00%        1.046s     104.582ms     134.16 Kb           0 b           0 b      -5.00 Kb            10  
                                      aten::convolution         0.25%      11.492ms         5.50%     255.122ms     145.784us       0.000us         0.00%        1.029s     587.771us           0 b           0 b     166.30 Gb           0 b          1750  
                                     aten::_convolution         0.38%      17.722ms         5.25%     243.630ms     139.217us       0.000us         0.00%        1.029s     587.771us           0 b           0 b     166.30 Gb           0 b          1750  
autograd::engine::evaluate_function: ConvolutionBack...         0.23%      10.593ms         6.31%     292.924ms     332.868us       0.000us         0.00%     996.810ms       1.133ms           0 b           0 b     -49.19 Gb    -147.23 Gb           880  
                                   ConvolutionBackward0         0.11%       5.117ms         5.96%     276.451ms     314.148us       0.000us         0.00%     957.822ms       1.088ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         1.05%      48.645ms         5.85%     271.334ms     308.334us     880.987ms        27.32%     957.822ms       1.088ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     849.431ms        26.34%     849.431ms      84.943ms           0 b           0 b           0 b           0 b            10  
