-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          REMPE/forward         0.11%       4.841ms         4.36%     197.381ms      19.738ms       0.000us         0.00%     842.629ms      84.263ms     134.23 Kb      -1.16 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.29%      13.219ms         4.16%     188.102ms      18.810ms       0.000us         0.00%     841.357ms      84.136ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         1.46%      65.895ms         3.78%     170.779ms     632.515us       0.000us         0.00%     826.851ms       3.062ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.89 Gb           270  
                                           aten::conv3d         0.13%       5.728ms         5.37%     242.957ms     154.750us       0.000us         0.00%     762.922ms     485.938us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.06%       2.773ms         2.83%     128.148ms     246.439us       0.000us         0.00%     392.694ms     755.181us           0 b           0 b      40.28 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.42%      19.037ms         2.77%     125.375ms     241.105us     392.694ms        12.55%     392.694ms     755.181us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     321.648ms        10.28%     321.648ms     618.554us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.09%       4.292ms         1.80%      81.440ms     185.091us     311.353ms         9.95%     311.353ms     707.621us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.353ms         9.95%     311.353ms     707.621us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     291.993ms         9.33%     291.993ms       1.622ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     663.257us         0.40%      18.150ms     100.833us       0.000us         0.00%     264.932ms       1.472ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.33%      15.117ms         1.22%      55.081ms      14.807us     250.760ms         8.01%     250.760ms      67.409us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.78%      35.260ms         1.77%      80.027ms      70.820us     250.523ms         8.00%     250.523ms     221.702us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.057ms         7.48%     234.057ms     177.316us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.15%       6.606ms         0.24%      10.744ms      59.686us     232.042ms         7.41%     232.042ms       1.289ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
autograd::engine::evaluate_function: NativeGroupNorm...         0.07%       3.177ms         1.19%      53.748ms     206.722us       0.000us         0.00%     209.647ms     806.335us           0 b           0 b     -20.14 Gb     -40.28 Gb           260  
                               NativeGroupNormBackward0         0.11%       4.820ms         1.12%      50.570ms     194.502us       0.000us         0.00%     209.647ms     806.335us           0 b           0 b      20.14 Gb           0 b           260  
                       aten::native_group_norm_backward         0.33%      14.875ms         1.01%      45.751ms     175.964us     209.647ms         6.70%     209.647ms     806.335us           0 b           0 b      20.14 Gb      -1.00 Mb           260  
void cudnn::cnn::dgrad2d_grouped_direct_kernel<float...         0.00%       0.000us         0.00%       0.000us       0.000us     195.847ms         6.26%     195.847ms       2.448ms           0 b           0 b           0 b           0 b            80  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     164.586ms         5.26%     164.586ms     914.365us           0 b           0 b           0 b           0 b           180  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.523s
Self CUDA time total: 3.130s
