-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         REMPE/backward         0.00%       0.000us         0.00%       0.000us       0.000us        2.191s        68.13%        2.191s     219.098ms           0 b           0 b           0 b           0 b            10  
autograd::engine::evaluate_function: CheckpointFunct...         0.07%       3.337ms        21.43%     999.239ms       3.701ms       0.000us         0.00%        2.152s       7.971ms           0 b           0 b     -17.32 Gb     -37.48 Gb           270  
                             CheckpointFunctionBackward         3.10%     144.403ms        21.35%     995.272ms       3.686ms       0.000us         0.00%        2.145s       7.943ms           0 b     -16.88 Kb      20.16 Gb     -45.57 Gb           270  
                                          ProfilerStep*         0.67%      31.168ms        73.07%        3.407s     340.676ms       0.000us         0.00%        1.037s     103.663ms     134.16 Kb           0 b           0 b      -5.00 Kb            10  
                                      aten::convolution         0.29%      13.698ms         5.74%     267.562ms     152.893us       0.000us         0.00%        1.028s     587.624us           0 b           0 b     166.30 Gb           0 b          1750  
                                     aten::_convolution         0.39%      17.986ms         5.45%     253.864ms     145.065us       0.000us         0.00%        1.028s     587.624us           0 b           0 b     166.30 Gb           0 b          1750  
autograd::engine::evaluate_function: ConvolutionBack...         0.23%      10.615ms         6.12%     285.188ms     324.077us       0.000us         0.00%     997.421ms       1.133ms           0 b           0 b     -49.19 Gb    -147.23 Gb           880  
                                   ConvolutionBackward0         0.12%       5.576ms         5.77%     268.904ms     305.572us       0.000us         0.00%     958.433ms       1.089ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         1.05%      49.157ms         5.65%     263.328ms     299.236us     881.616ms        27.42%     958.433ms       1.089ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     849.454ms        26.42%     849.454ms      84.945ms           0 b           0 b           0 b           0 b            10  
