-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          REMPE/forward         0.13%       6.114ms         4.67%     217.749ms      21.775ms       0.000us         0.00%     843.235ms      84.323ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.34%      15.779ms         4.43%     206.470ms      20.647ms       0.000us         0.00%     841.948ms      84.195ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         1.51%      70.200ms         3.99%     185.859ms     688.367us       0.000us         0.00%     827.448ms       3.065ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.89 Gb           270  
                                           aten::conv3d         0.12%       5.571ms         5.44%     253.666ms     161.571us       0.000us         0.00%     763.204ms     486.117us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.06%       3.004ms         2.81%     131.000ms     251.923us       0.000us         0.00%     393.423ms     756.582us           0 b           0 b      40.28 Gb    -409.00 Kb           520  
                                aten::native_group_norm         0.42%      19.776ms         2.75%     127.996ms     246.145us     393.423ms        12.23%     393.423ms     756.582us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.300ms        10.02%     322.300ms     619.807us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.09%       4.409ms         1.79%      83.394ms     189.532us     311.459ms         9.69%     311.459ms     707.862us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.459ms         9.69%     311.459ms     707.862us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     297.478ms         9.25%     297.478ms       1.653ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     688.536us         0.43%      20.155ms     111.973us       0.000us         0.00%     265.138ms       1.473ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.34%      15.990ms         1.20%      56.134ms      15.090us     251.103ms         7.81%     251.103ms      67.501us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.87%      40.517ms         1.84%      85.869ms      75.991us     250.403ms         7.79%     250.403ms     221.596us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.401ms         7.29%     234.401ms     177.576us           0 b           0 b           0 b           0 b          1320  
                                            aten::copy_         0.60%      28.014ms         6.63%     309.333ms      52.252us     233.939ms         7.27%     233.939ms      39.517us           0 b           0 b           0 b           0 b          5920  
                      aten::cudnn_convolution_transpose         0.17%       7.839ms         0.27%      12.356ms      68.645us     232.199ms         7.22%     232.199ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
autograd::engine::evaluate_function: NativeGroupNorm...         0.07%       3.185ms         1.10%      51.340ms     197.461us       0.000us         0.00%     209.637ms     806.296us           0 b           0 b     -20.14 Gb     -40.28 Gb           260  
                               NativeGroupNormBackward0         0.05%       2.171ms         1.03%      48.155ms     185.210us       0.000us         0.00%     209.637ms     806.296us           0 b           0 b      20.14 Gb           0 b           260  
                       aten::native_group_norm_backward         0.32%      14.690ms         0.99%      45.984ms     176.862us     209.637ms         6.52%     209.637ms     806.296us           0 b           0 b      20.14 Gb      -1.00 Mb           260  
void cudnn::cnn::dgrad2d_grouped_direct_kernel<float...         0.00%       0.000us         0.00%       0.000us       0.000us     195.867ms         6.09%     195.867ms       2.448ms           0 b           0 b           0 b           0 b            80  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.662s
Self CUDA time total: 3.216s
