epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,19.15,459.53,138.9,16.0,2164.8,11.9,91.7
0,forward,360.06,8641.52,19576.8,49615.2,2164.8,11.9,91.7
0,backward,1110.70,26656.86,19941.7,-49585.8,2164.8,11.9,91.7
0,optimizer,9.07,217.66,152.1,42.4,2164.8,11.9,91.7
0,val_forward,102.38,614.27,3039.4,64.0,2164.8,11.9,91.7
0,val_metrics,31.59,189.52,204.9,0.0,2164.8,11.9,91.7
1,data_to_gpu,18.13,435.11,138.9,16.0,1699.9,11.2,79.5
1,forward,84.28,2022.67,3906.4,49616.0,1699.9,11.2,79.5
1,backward,268.31,6439.44,6212.4,-49609.0,1699.9,11.2,79.5
1,optimizer,4.50,108.09,152.1,0.0,1699.9,11.2,79.5
1,val_forward,94.30,565.82,3038.4,64.0,1699.9,11.2,79.5
1,val_metrics,1.92,11.50,204.0,0.0,1699.9,11.2,79.5
2,data_to_gpu,17.84,428.17,138.9,16.0,1546.8,13.5,30.3
2,forward,84.88,2037.10,3906.4,49617.0,1546.8,13.5,30.3
2,backward,273.65,6567.61,6213.4,-49609.0,1546.8,13.5,30.3
2,optimizer,31.65,759.57,152.1,0.0,1546.8,13.5,30.3
2,val_forward,97.78,586.68,3038.4,64.0,1546.8,13.5,30.3
2,val_metrics,3.46,20.76,204.0,0.0,1546.8,13.5,30.3
3,data_to_gpu,18.37,440.88,138.9,16.0,2100.9,9.0,75.5
3,forward,84.23,2021.56,3906.4,49616.0,2100.9,9.0,75.5
3,backward,239.63,5751.18,6212.4,-49608.0,2100.9,9.0,75.5
3,optimizer,4.52,108.58,152.1,0.0,2100.9,9.0,75.5
3,val_forward,96.38,578.26,3038.4,64.0,2100.9,9.0,75.5
3,val_metrics,2.27,13.61,204.0,0.0,2100.9,9.0,75.5
4,data_to_gpu,19.09,458.26,138.9,16.0,3763.5,7.9,64.8
4,forward,84.15,2019.54,3906.4,49616.0,3763.5,7.9,64.8
4,backward,218.78,5250.75,6212.4,-49608.0,3763.5,7.9,64.8
4,optimizer,4.23,101.55,152.1,0.0,3763.5,7.9,64.8
4,val_forward,96.07,576.44,3038.4,64.0,3763.5,7.9,64.8
4,val_metrics,2.30,13.78,204.9,0.0,3763.5,7.9,64.8
5,data_to_gpu,18.96,455.09,138.9,16.0,891.6,6.4,87.0
5,forward,84.10,2018.44,3906.4,49616.0,891.6,6.4,87.0
5,backward,316.72,7601.17,6212.4,-49608.0,891.6,6.4,87.0
5,optimizer,4.50,108.07,152.1,0.0,891.6,6.4,87.0
5,val_forward,96.49,578.95,3038.4,64.0,891.6,6.4,87.0
5,val_metrics,2.26,13.58,204.0,0.0,891.6,6.4,87.0
6,data_to_gpu,18.27,438.59,138.9,16.0,1845.7,9.7,77.5
6,forward,84.22,2021.36,3906.4,49617.0,1845.7,9.7,77.5
6,backward,249.38,5985.07,6213.4,-49609.0,1845.7,9.7,77.5
6,optimizer,4.65,111.72,152.1,0.0,1845.7,9.7,77.5
6,val_forward,96.34,578.05,3038.4,64.0,1845.7,9.7,77.5
6,val_metrics,2.28,13.71,204.0,0.0,1845.7,9.7,77.5
7,data_to_gpu,18.42,441.96,138.9,16.0,836.6,9.4,86.4
7,forward,84.17,2020.20,3906.4,49616.0,836.6,9.4,86.4
7,backward,313.30,7519.31,6212.4,-49608.0,836.6,9.4,86.4
7,optimizer,4.43,106.27,152.1,0.0,836.6,9.4,86.4
7,val_forward,94.28,565.67,3038.4,64.0,836.6,9.4,86.4
7,val_metrics,2.25,13.48,204.9,0.0,836.6,9.4,86.4
8,data_to_gpu,18.54,444.89,138.9,16.0,1941.1,8.2,77.3
8,forward,84.17,2020.05,3906.4,49616.0,1941.1,8.2,77.3
8,backward,258.01,6192.23,6212.4,-49608.0,1941.1,8.2,77.3
8,optimizer,4.48,107.53,152.1,0.0,1941.1,8.2,77.3
8,val_forward,94.38,566.26,3038.4,64.0,1941.1,8.2,77.3
8,val_metrics,2.27,13.63,204.0,0.0,1941.1,8.2,77.3
9,data_to_gpu,19.12,458.76,138.9,16.0,1614.8,10.4,80.0
9,forward,84.17,2020.13,3906.4,49617.0,1614.8,10.4,80.0
9,backward,264.34,6344.23,6213.4,-49609.0,1614.8,10.4,80.0
9,optimizer,4.56,109.47,152.1,0.0,1614.8,10.4,80.0
9,val_forward,96.65,579.90,3038.4,64.0,1614.8,10.4,80.0
9,val_metrics,3.40,20.39,204.0,0.0,1614.8,10.4,80.0
