-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.13%      35.818ms         0.20%      57.894ms      51.234us     251.003ms         1.68%     251.003ms     222.126us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
                                            aten::empty         0.14%      39.572ms         0.14%      39.572ms       5.297us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     117.97 Gb     117.97 Gb          7470  
                                             aten::gelu         0.02%       7.047ms         0.06%      16.985ms      32.664us     124.621ms         0.83%     124.621ms     239.655us           0 b           0 b      80.56 Gb      80.56 Gb           520  
                             aten::convolution_backward         0.16%      45.929ms         1.19%     338.410ms     384.557us     902.806ms         6.04%     979.607ms       1.113ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.04%      10.158ms         0.11%      31.499ms      40.383us     119.488ms         0.80%     119.488ms     153.189us           0 b           0 b      51.60 Gb      51.60 Gb           780  
                                    aten::gelu_backward         0.01%       3.351ms         0.02%       5.462ms      21.007us      92.170ms         0.62%      92.170ms     354.500us           0 b           0 b      40.28 Gb      40.28 Gb           260  
                      aten::cudnn_convolution_transpose         0.02%       6.317ms         0.04%      10.571ms      58.725us     232.293ms         1.56%     232.293ms       1.291ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
                                    aten::empty_strided         0.05%      14.309ms         0.05%      14.309ms       5.913us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.95 Gb       6.95 Gb          2420  
                                              aten::mul         0.00%     773.055us         0.00%       1.218ms      24.368us     523.995us         0.00%     523.995us      10.480us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.00%     266.308us         0.00%     395.198us      39.520us      96.511us         0.00%      96.511us       9.651us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.00%     158.108us         0.00%     266.800us      26.680us     124.350us         0.00%     124.350us      12.435us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                              aten::sum         0.07%      19.039ms         0.26%      73.861ms      81.166us      77.337ms         0.52%      77.337ms      84.986us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.00%       1.040ms         0.00%       1.040ms       4.002us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
                                       cudaLaunchKernel         1.60%     455.361ms         1.60%     455.361ms      35.997us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     195.50 Kb     195.50 Kb         12650  
                                            aten::fill_         0.00%       1.137ms         0.01%       2.790ms      15.500us       9.586ms         0.06%       9.586ms      53.255us           0 b           0 b     260.50 Kb      65.00 Kb           180  
autograd::engine::evaluate_function: torch::autograd...         0.08%      22.102ms         0.53%     151.338ms      59.117us       0.000us         0.00%       11.898s       4.648ms           0 b           0 b     298.00 Kb      37.50 Kb          2560  
                                              aten::div         0.00%     595.259us         0.00%     923.246us      23.081us     104.766us         0.00%     104.766us       2.619us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.00%     430.497us         0.00%     691.608us      34.580us      50.431us         0.00%      50.431us       2.522us           0 b           0 b      10.00 Kb      10.00 Kb            20  
                                               aten::ne         0.00%     255.920us         0.00%     397.770us      39.777us      25.215us         0.00%      25.215us       2.521us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                              aten::sub         0.00%     142.930us         0.00%     215.370us      21.537us      23.808us         0.00%      23.808us       2.381us           0 b           0 b       5.00 Kb       5.00 Kb            10  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 28.514s
Self CUDA time total: 14.938s
