-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: CheckpointFunct...         0.01%       2.951ms         3.49%     995.760ms       3.688ms       0.000us         0.00%       13.861s      51.336ms           0 b           0 b     -17.32 Gb     -37.48 Gb           270  
                             CheckpointFunctionBackward         0.46%     132.115ms         3.43%     977.782ms       3.621ms       0.000us         0.00%       13.853s      51.307ms           0 b     -16.88 Kb      20.16 Gb     -45.57 Gb           270  
autograd::engine::evaluate_function: torch::autograd...         0.08%      22.102ms         0.53%     151.338ms      59.117us       0.000us         0.00%       11.898s       4.648ms           0 b           0 b     298.00 Kb      37.50 Kb          2560  
                                       c10d::allreduce_         0.00%     890.389us         0.01%       3.304ms     165.219us       0.000us         0.00%       11.891s     594.574ms           0 b           0 b           0 b           0 b            20  
                                     record_param_comms         0.01%       1.838ms         0.01%       2.414ms     120.699us       11.891s        79.61%       11.891s     594.574ms           0 b           0 b           0 b           0 b            20  
ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevComm*...         0.00%       0.000us         0.00%       0.000us       0.000us       11.891s        79.61%       11.891s     594.574ms           0 b           0 b           0 b           0 b            20  
                                        nccl:all_reduce         0.00%       0.000us         0.00%       0.000us       0.000us       11.891s        79.61%       11.891s     594.574ms           0 b           0 b           0 b           0 b            20  
                                         REMPE/backward         0.00%       0.000us         0.00%       0.000us       0.000us        2.201s        14.73%        2.201s     220.087ms           0 b           0 b           0 b           0 b            10  
                                      aten::convolution         0.04%      11.259ms         0.56%     160.116ms      91.495us       0.000us         0.00%        1.029s     588.120us           0 b           0 b     166.30 Gb           0 b          1750  
                                     aten::_convolution         0.06%      16.913ms         0.52%     148.857ms      85.061us       0.000us         0.00%        1.029s     588.120us           0 b           0 b     166.30 Gb           0 b          1750  
