-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.04%      10.337ms         1.28%     366.087ms     416.008us       0.000us         0.00%        1.019s       1.158ms           0 b           0 b     -49.18 Gb    -147.22 Gb           880  
                                   ConvolutionBackward0         0.02%       5.221ms         1.21%     343.631ms     390.489us       0.000us         0.00%     979.607ms       1.113ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         0.16%      45.929ms         1.19%     338.410ms     384.557us     902.806ms         6.04%     979.607ms       1.113ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                          ProfilerStep*         0.09%      25.408ms        95.64%       27.270s        2.727s       0.000us         0.00%     862.023ms      86.202ms     134.16 Kb           0 b   -1013.50 Kb      -5.00 Kb            10  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     847.730ms         5.68%     847.730ms      84.773ms           0 b           0 b           0 b           0 b            10  
                                          REMPE/forward         0.01%       3.426ms         0.67%     192.403ms      19.240ms       0.000us         0.00%     843.431ms      84.343ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.04%      12.357ms         0.65%     185.095ms      18.509ms       0.000us         0.00%     842.145ms      84.215ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         0.22%      63.061ms         0.60%     169.907ms     629.286us       0.000us         0.00%     827.653ms       3.065ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.89 Gb           270  
                                           aten::conv3d         0.02%       5.209ms         0.52%     147.933ms      94.225us       0.000us         0.00%     763.978ms     486.611us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.01%       2.496ms         0.29%      81.373ms     156.487us       0.000us         0.00%     393.383ms     756.506us           0 b           0 b      40.28 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.07%      19.227ms         0.28%      78.877ms     151.687us     393.383ms         2.63%     393.383ms     756.506us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.297ms         2.16%     322.297ms     619.801us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.01%       3.895ms         0.08%      24.229ms      55.065us     311.804ms         2.09%     311.804ms     708.644us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.804ms         2.09%     311.804ms     708.644us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     306.615ms         2.05%     306.615ms       1.703ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.00%     644.404us         0.06%      18.036ms     100.200us       0.000us         0.00%     265.231ms       1.474ms           0 b           0 b      19.44 Gb           0 b           180  
                                aten::cudnn_convolution         0.13%      35.818ms         0.20%      57.894ms      51.234us     251.003ms         1.68%     251.003ms     222.126us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
                                             aten::add_         0.05%      15.524ms         0.22%      61.693ms      16.584us     250.940ms         1.68%     250.940ms      67.457us           0 b           0 b           0 b           0 b          3720  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.233ms         1.57%     234.233ms     177.449us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.02%       6.317ms         0.04%      10.571ms      58.725us     232.293ms         1.56%     232.293ms       1.291ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 28.514s
Self CUDA time total: 14.938s
