-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          REMPE/forward         0.08%       3.860ms         4.24%     196.618ms      19.662ms       0.000us         0.00%     843.453ms      84.345ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.30%      13.870ms         4.07%     188.604ms      18.860ms       0.000us         0.00%     842.170ms      84.217ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         1.39%      64.665ms         3.68%     170.739ms     632.365us       0.000us         0.00%     827.673ms       3.065ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.88 Gb           270  
                                           aten::conv3d         0.13%       5.809ms         3.18%     147.451ms      93.918us       0.000us         0.00%     763.723ms     486.448us           0 b           0 b     146.85 Gb           0 b          1570  
                                       aten::group_norm         0.06%       2.887ms         1.75%      81.031ms     155.829us       0.000us         0.00%     393.434ms     756.604us           0 b           0 b      40.28 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.40%      18.759ms         1.69%      78.145ms     150.278us     393.434ms        12.14%     393.434ms     756.604us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.332ms         9.95%     322.332ms     619.869us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.09%       4.078ms         0.51%      23.851ms      54.207us     311.457ms         9.61%     311.457ms     707.857us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.457ms         9.61%     311.457ms     707.857us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     296.557ms         9.15%     296.557ms       1.648ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     647.196us         0.37%      17.274ms      95.968us       0.000us         0.00%     265.073ms       1.473ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.33%      15.086ms         1.33%      61.586ms      16.555us     251.148ms         7.75%     251.148ms      67.513us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.75%      34.972ms         1.22%      56.663ms      50.145us     250.883ms         7.74%     250.883ms     222.020us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
                                            aten::copy_         0.60%      27.684ms         7.42%     343.763ms      58.068us     243.405ms         7.51%     243.405ms      41.116us           0 b           0 b           0 b           0 b          5920  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.440ms         7.23%     234.440ms     177.606us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.13%       6.061ms         0.22%      10.035ms      55.747us     232.137ms         7.16%     232.137ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
autograd::engine::evaluate_function: NativeGroupNorm...         0.07%       3.221ms         2.58%     119.512ms     459.660us       0.000us         0.00%     209.730ms     806.654us           0 b           0 b     -20.14 Gb     -40.28 Gb           260  
                               NativeGroupNormBackward0         0.06%       2.701ms         2.51%     116.291ms     447.272us       0.000us         0.00%     209.730ms     806.654us           0 b           0 b      20.14 Gb           0 b           260  
                       aten::native_group_norm_backward         0.32%      14.755ms         2.45%     113.589ms     436.882us     209.730ms         6.47%     209.730ms     806.654us           0 b           0 b      20.14 Gb      -1.00 Mb           260  
void cudnn::cnn::dgrad2d_grouped_direct_kernel<float...         0.00%       0.000us         0.00%       0.000us       0.000us     195.892ms         6.05%     195.892ms       2.449ms           0 b           0 b           0 b           0 b            80  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.635s
Self CUDA time total: 3.240s
