-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.10%      10.529ms         3.43%     366.765ms     416.778us       0.000us         0.00%        1.010s       1.148ms           0 b           0 b     -49.19 Gb    -147.23 Gb           880  
                                   ConvolutionBackward0         0.06%       6.630ms         3.16%     337.706ms     383.757us       0.000us         0.00%     970.975ms       1.103ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         0.43%      45.497ms         3.10%     331.077ms     376.224us     894.321ms         9.55%     970.975ms       1.103ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     866.016ms         9.25%     866.016ms      86.602ms           0 b           0 b           0 b           0 b            10  
                                          ProfilerStep*         0.22%      23.514ms        88.32%        9.439s     943.882ms       0.000us         0.00%     864.475ms      86.447ms     134.16 Kb           0 b           0 b      -5.00 Kb            10  
                                          REMPE/forward         0.06%       6.065ms         2.24%     239.162ms      23.916ms       0.000us         0.00%     842.957ms      84.296ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.18%      19.751ms         2.13%     227.299ms      22.730ms       0.000us         0.00%     841.673ms      84.167ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         0.72%      76.545ms         1.84%     196.394ms     727.385us       0.000us         0.00%     827.173ms       3.064ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.40 Gb           270  
                                           aten::conv3d         0.08%       8.227ms         1.80%     192.690ms     122.732us       0.000us         0.00%     763.349ms     486.210us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.04%       4.457ms         0.68%      72.404ms     139.238us       0.000us         0.00%     392.863ms     755.507us           0 b           0 b      40.28 Gb    -408.00 Kb           520  
                                aten::native_group_norm         0.19%      20.208ms         0.64%      67.947ms     130.668us     392.863ms         4.19%     392.863ms     755.507us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     321.757ms         3.44%     321.757ms     618.763us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.06%       5.899ms         0.26%      27.688ms      62.928us     311.429ms         3.33%     311.429ms     707.794us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.429ms         3.33%     311.429ms     707.794us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     300.179ms         3.20%     300.179ms       1.668ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     665.471us         0.16%      17.615ms      97.860us       0.000us         0.00%     265.125ms       1.473ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.14%      15.493ms         0.42%      44.816ms      12.047us     251.079ms         2.68%     251.079ms      67.494us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.33%      35.263ms         0.92%      98.714ms      87.358us     250.649ms         2.68%     250.649ms     221.813us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.365ms         2.50%     234.365ms     177.549us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.06%       6.267ms         0.10%      10.221ms      56.781us     232.152ms         2.48%     232.152ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 10.687s
Self CUDA time total: 9.366s
