-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.33%      35.263ms         0.92%      98.714ms      87.358us     250.649ms         2.68%     250.649ms     221.813us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
                                            aten::empty         0.38%      40.347ms         0.38%      40.347ms       5.401us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     117.97 Gb     117.97 Gb          7470  
                                             aten::gelu         0.07%       7.173ms         0.10%      11.008ms      21.170us     124.605ms         1.33%     124.605ms     239.625us           0 b           0 b      80.57 Gb      80.57 Gb           520  
                             aten::convolution_backward         0.43%      45.497ms         3.10%     331.077ms     376.224us     894.321ms         9.55%     970.975ms       1.103ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.09%      10.049ms         0.31%      32.874ms      42.146us     119.441ms         1.28%     119.441ms     153.130us           0 b           0 b      51.60 Gb      51.60 Gb           780  
                                    aten::gelu_backward         0.03%       3.319ms         0.12%      12.329ms      47.418us      92.171ms         0.98%      92.171ms     354.505us           0 b           0 b      40.28 Gb      40.28 Gb           260  
                      aten::cudnn_convolution_transpose         0.06%       6.267ms         0.10%      10.221ms      56.781us     232.152ms         2.48%     232.152ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
                                    aten::empty_strided         0.15%      16.286ms         0.15%      16.286ms       6.730us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.96 Gb       6.96 Gb          2420  
                                              aten::mul         0.01%     774.480us         0.01%       1.209ms      24.178us     527.260us         0.01%     527.260us      10.545us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.00%     250.809us         0.00%     356.867us      35.687us      92.256us         0.00%      92.256us       9.226us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.00%     162.550us         0.00%     261.158us      26.116us     123.744us         0.00%     123.744us      12.374us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                              aten::sum         0.20%      21.158ms         1.13%     120.373ms     132.278us      77.190ms         0.82%      77.190ms      84.824us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.01%       1.097ms         0.01%       1.097ms       4.218us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
                                              aten::div         0.01%     563.194us         0.01%     836.763us      20.919us     107.040us         0.00%     107.040us       2.676us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.00%     364.738us         0.01%     567.987us      28.399us      51.072us         0.00%      51.072us       2.554us           0 b           0 b      10.00 Kb      10.00 Kb            20  
                                               aten::ne         0.00%     243.081us         0.00%     378.730us      37.873us      27.264us         0.00%      27.264us       2.726us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                              aten::sub         0.00%     142.518us         0.00%     215.489us      21.549us      23.968us         0.00%      23.968us       2.397us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                             aten::item         0.05%       5.084ms         0.07%       7.028ms       1.525us       0.000us         0.00%      76.255us       0.017us           0 b           0 b           0 b           0 b          4610  
                              aten::_local_scalar_dense         0.01%       1.277ms         0.02%       1.944ms       0.422us      76.255us         0.00%      76.255us       0.017us           0 b           0 b           0 b           0 b          4610  
                                        cudaMemcpyAsync         2.61%     278.837ms         2.61%     278.837ms      60.354us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          4620  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 10.687s
Self CUDA time total: 9.366s
