-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.36%      40.313ms         0.74%      84.234ms      74.543us     250.435ms         2.64%     250.435ms     221.624us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
                                            aten::empty         0.38%      42.927ms         0.38%      42.931ms       5.747us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     117.97 Gb     117.97 Gb          7470  
                                             aten::gelu         0.07%       7.842ms         0.23%      26.037ms      50.070us     124.613ms         1.31%     124.613ms     239.641us           0 b           0 b      80.57 Gb      80.57 Gb           520  
                             aten::convolution_backward         0.49%      55.207ms         2.20%     249.379ms     283.385us     885.847ms         9.32%     962.782ms       1.094ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.09%       9.916ms         0.17%      18.924ms      24.261us     119.428ms         1.26%     119.428ms     153.113us           0 b           0 b      51.60 Gb      51.60 Gb           780  
                                    aten::gelu_backward         0.04%       3.989ms         0.39%      43.946ms     169.023us      92.155ms         0.97%      92.155ms     354.441us           0 b           0 b      40.28 Gb      40.28 Gb           260  
                      aten::cudnn_convolution_transpose         0.07%       8.057ms         0.11%      12.839ms      71.326us     232.103ms         2.44%     232.103ms       1.289ms           0 b           0 b      19.45 Gb      19.45 Gb           180  
                                    aten::empty_strided         0.13%      14.960ms         0.13%      14.960ms       6.182us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.95 Gb       6.95 Gb          2420  
                                              aten::mul         0.01%       1.056ms         0.02%       1.762ms      35.245us     524.540us         0.01%     524.540us      10.491us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.00%     261.041us         0.00%     403.019us      40.302us      92.638us         0.00%      92.638us       9.264us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.00%     342.949us         0.00%     487.278us      48.728us     124.031us         0.00%     124.031us      12.403us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                               cudaPointerGetAttributes         0.00%     274.928us         0.00%     274.928us      12.497us       0.000us         0.00%       0.000us       0.000us         -16 b         -16 b      20.00 Mb      20.00 Mb            22  
                                         cudaEventQuery         0.01%       1.385ms         0.01%       1.400ms       7.367us       0.000us         0.00%       0.000us       0.000us         -16 b         -16 b       5.00 Mb       5.00 Mb           190  
                                              aten::sum         0.19%      21.171ms         0.62%      70.399ms      77.362us      77.471ms         0.82%      77.471ms      85.133us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.01%       1.312ms         0.01%       1.312ms       5.047us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
autograd::engine::evaluate_function: torch::autograd...         0.23%      25.878ms         1.06%     120.551ms      47.090us       0.000us         0.00%        6.411s       2.504ms           0 b           0 b     110.50 Kb     163.50 Kb          2560  
                        torch::autograd::AccumulateGrad         0.05%       5.886ms         0.13%      14.356ms       5.608us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      32.50 Kb      32.50 Kb          2560  
                                            aten::zero_         0.00%     147.059us         0.02%       1.861ms     186.084us       0.000us         0.00%      21.696us       2.170us           0 b           0 b     -85.50 Kb      32.50 Kb            10  
                                              aten::div         0.01%     721.268us         0.01%       1.102ms      27.550us     106.815us         0.00%     106.815us       2.670us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.01%       1.437ms         0.02%       2.198ms     109.913us      51.296us         0.00%      51.296us       2.565us           0 b           0 b      10.00 Kb      10.00 Kb            20  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 11.320s
Self CUDA time total: 9.503s
