epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,8.55,205.20,138.8,16.0,7246.7,12.7,78.1
0,forward,345.10,8282.38,19576.8,49615.2,7246.7,12.7,78.1
0,backward,1391.99,33407.68,19941.7,-49586.8,7246.7,12.7,78.1
0,optimizer,8.54,205.06,152.1,42.4,7246.7,12.7,78.1
0,val_forward,88.98,533.89,3038.4,64.0,7246.7,12.7,78.1
0,val_metrics,39.04,234.21,204.0,0.0,7246.7,12.7,78.1
1,data_to_gpu,8.56,205.38,138.0,16.0,1642.3,9.6,81.8
1,forward,84.10,2018.41,3905.4,49616.0,1642.3,9.6,81.8
1,backward,999.42,23986.10,6212.4,-49608.0,1642.3,9.6,81.8
1,optimizer,3.95,94.88,152.1,0.0,1642.3,9.6,81.8
1,val_forward,89.66,537.97,3038.4,64.0,1642.3,9.6,81.8
1,val_metrics,1.94,11.67,204.0,0.0,1642.3,9.6,81.8
2,data_to_gpu,8.43,202.25,138.9,16.0,1866.4,11.2,44.0
2,forward,84.60,2030.35,3906.4,49619.0,1866.4,11.2,44.0
2,backward,782.33,18775.87,6213.4,-49611.0,1866.4,11.2,44.0
2,optimizer,6.05,145.31,152.1,0.0,1866.4,11.2,44.0
2,val_forward,88.80,532.81,3038.4,64.0,1866.4,11.2,44.0
2,val_metrics,2.33,13.98,204.9,0.0,1866.4,11.2,44.0
3,data_to_gpu,8.76,210.13,138.0,16.0,15973.2,10.1,38.8
3,forward,84.08,2018.02,3906.4,49618.0,15973.2,10.1,38.8
3,backward,414.11,9938.65,6213.4,-49610.0,15973.2,10.1,38.8
3,optimizer,4.53,108.81,152.1,0.0,15973.2,10.1,38.8
3,val_forward,88.88,533.27,3038.4,64.0,15973.2,10.1,38.8
3,val_metrics,2.72,16.34,204.9,0.0,15973.2,10.1,38.8
4,data_to_gpu,8.73,209.58,138.9,16.0,1320.2,10.3,83.6
4,forward,84.14,2019.24,3906.4,49616.0,1320.2,10.3,83.6
4,backward,1056.61,25358.56,6212.4,-49608.0,1320.2,10.3,83.6
4,optimizer,4.83,115.88,152.1,0.0,1320.2,10.3,83.6
4,val_forward,88.90,533.42,3038.4,64.0,1320.2,10.3,83.6
4,val_metrics,2.49,14.92,204.0,0.0,1320.2,10.3,83.6
5,data_to_gpu,7.74,185.66,138.0,16.0,1342.7,7.9,83.7
5,forward,84.08,2017.90,3905.4,49616.0,1342.7,7.9,83.7
5,backward,1065.50,25572.09,6212.4,-49608.0,1342.7,7.9,83.7
5,optimizer,4.53,108.62,152.1,0.0,1342.7,7.9,83.7
5,val_forward,88.79,532.73,3038.4,64.0,1342.7,7.9,83.7
5,val_metrics,2.40,14.42,204.0,0.0,1342.7,7.9,83.7
6,data_to_gpu,7.97,191.36,138.9,16.0,8920.9,7.9,54.3
6,forward,84.08,2017.94,3906.4,49619.0,8920.9,7.9,54.3
6,backward,530.36,12728.75,6213.4,-49611.0,8920.9,7.9,54.3
6,optimizer,4.39,105.42,152.1,0.0,8920.9,7.9,54.3
6,val_forward,88.84,533.03,3038.4,64.0,8920.9,7.9,54.3
6,val_metrics,2.71,16.26,204.9,0.0,8920.9,7.9,54.3
7,data_to_gpu,8.20,196.89,138.0,16.0,21953.9,8.7,23.7
7,forward,84.06,2017.39,3906.4,49618.0,21953.9,8.7,23.7
7,backward,220.02,5280.36,6213.4,-49610.0,21953.9,8.7,23.7
7,optimizer,4.32,103.70,152.1,0.0,21953.9,8.7,23.7
7,val_forward,89.16,534.93,3038.4,64.0,21953.9,8.7,23.7
7,val_metrics,2.25,13.51,204.9,0.0,21953.9,8.7,23.7
8,data_to_gpu,8.38,201.14,138.9,16.0,1907.4,7.3,81.2
8,forward,84.09,2018.16,3906.4,49616.0,1907.4,7.3,81.2
8,backward,1016.18,24388.28,6212.4,-49608.0,1907.4,7.3,81.2
8,optimizer,4.59,110.04,152.1,0.0,1907.4,7.3,81.2
8,val_forward,88.83,532.98,3038.4,64.0,1907.4,7.3,81.2
8,val_metrics,2.73,16.37,204.0,0.0,1907.4,7.3,81.2
9,data_to_gpu,8.42,202.17,138.0,16.0,1588.3,7.0,83.4
9,forward,84.03,2016.61,3905.4,49616.0,1588.3,7.0,83.4
9,backward,1082.02,25968.48,6212.4,-49608.0,1588.3,7.0,83.4
9,optimizer,4.10,98.29,152.1,0.0,1588.3,7.0,83.4
9,val_forward,88.96,533.75,3038.4,64.0,1588.3,7.0,83.4
9,val_metrics,2.29,13.75,204.0,0.0,1588.3,7.0,83.4
