epoch,phase,avg_ms,total_ms,peak_vram_mb,vram_delta_mb,loader_starvation_ms,nccl_ms,gpu_util_pct
0,data_to_gpu,1.48,17.82,138.9,16.0,1296.9,8.0,94.0
0,forward,712.68,8552.13,19576.8,24811.2,1296.9,8.0,94.0
0,backward,2098.03,25176.38,19941.7,-24782.8,1296.9,8.0,94.0
0,optimizer,14.63,175.58,152.1,42.4,1296.9,8.0,94.0
0,val_forward,85.14,255.42,3038.4,40.0,1296.9,8.0,94.0
0,val_metrics,65.00,194.99,204.9,0.0,1296.9,8.0,94.0
1,data_to_gpu,1.38,16.60,138.9,16.0,1032.4,3.9,75.1
1,forward,84.26,1011.15,3906.4,24812.0,1032.4,3.9,75.1
1,backward,332.09,3985.14,6212.4,-24803.0,1032.4,3.9,75.1
1,optimizer,4.03,48.38,152.1,0.0,1032.4,3.9,75.1
1,val_forward,84.84,254.51,3039.4,40.0,1032.4,3.9,75.1
1,val_metrics,2.52,7.56,204.9,0.0,1032.4,3.9,75.1
2,data_to_gpu,1.61,19.33,138.9,16.0,783.3,6.4,21.7
2,forward,85.49,1025.85,3906.4,24812.0,783.3,6.4,21.7
2,backward,398.28,4779.33,6212.4,-24805.0,783.3,6.4,21.7
2,optimizer,7.66,91.87,152.1,0.0,783.3,6.4,21.7
2,val_forward,85.67,257.00,3038.4,40.0,783.3,6.4,21.7
2,val_metrics,3.54,10.61,204.0,0.0,783.3,6.4,21.7
3,data_to_gpu,1.48,17.77,138.9,16.0,1562.2,3.4,64.0
3,forward,84.24,1010.85,3906.4,24812.0,1562.2,3.4,64.0
3,backward,219.39,2632.64,6212.4,-24804.0,1562.2,3.4,64.0
3,optimizer,4.24,50.91,152.1,0.0,1562.2,3.4,64.0
3,val_forward,84.93,254.80,3038.4,40.0,1562.2,3.4,64.0
3,val_metrics,2.35,7.04,204.0,0.0,1562.2,3.4,64.0
4,data_to_gpu,1.45,17.38,138.0,16.0,1603.3,3.4,69.8
4,forward,84.27,1011.25,3905.4,24812.0,1603.3,3.4,69.8
4,backward,333.69,4004.31,6212.4,-24804.0,1603.3,3.4,69.8
4,optimizer,4.31,51.74,152.1,0.0,1603.3,3.4,69.8
4,val_forward,84.54,253.63,3038.4,40.0,1603.3,3.4,69.8
4,val_metrics,2.39,7.17,204.0,0.0,1603.3,3.4,69.8
5,data_to_gpu,1.40,16.76,138.0,16.0,1610.1,3.6,67.2
5,forward,84.22,1010.67,3905.4,24812.0,1610.1,3.6,67.2
5,backward,276.15,3313.79,6212.4,-24804.0,1610.1,3.6,67.2
5,optimizer,4.08,48.97,152.1,0.0,1610.1,3.6,67.2
5,val_forward,85.36,256.07,3038.4,40.0,1610.1,3.6,67.2
5,val_metrics,2.57,7.71,204.0,0.0,1610.1,3.6,67.2
6,data_to_gpu,1.25,14.98,138.0,16.0,986.4,4.3,78.4
6,forward,84.14,1009.68,3905.4,24812.0,986.4,4.3,78.4
6,backward,369.51,4434.16,6212.4,-24804.0,986.4,4.3,78.4
6,optimizer,4.15,49.86,152.1,0.0,986.4,4.3,78.4
6,val_forward,84.90,254.71,3038.4,40.0,986.4,4.3,78.4
6,val_metrics,2.83,8.48,204.0,0.0,986.4,4.3,78.4
7,data_to_gpu,1.49,17.83,138.0,16.0,3187.8,3.8,50.9
7,forward,84.15,1009.80,3905.4,24812.0,3187.8,3.8,50.9
7,backward,219.27,2631.27,6212.4,-24804.0,3187.8,3.8,50.9
7,optimizer,4.04,48.43,152.1,0.0,3187.8,3.8,50.9
7,val_forward,84.59,253.77,3038.4,40.0,3187.8,3.8,50.9
7,val_metrics,2.36,7.09,204.0,0.0,3187.8,3.8,50.9
8,data_to_gpu,1.22,14.67,138.0,16.0,1952.5,4.2,65.2
8,forward,84.27,1011.28,3905.4,24812.0,1952.5,4.2,65.2
8,backward,298.77,3585.29,6212.4,-24804.0,1952.5,4.2,65.2
8,optimizer,4.54,54.43,152.1,0.0,1952.5,4.2,65.2
8,val_forward,84.97,254.90,3038.4,40.0,1952.5,4.2,65.2
8,val_metrics,2.92,8.77,204.0,0.0,1952.5,4.2,65.2
9,data_to_gpu,1.36,16.33,138.0,16.0,3012.7,4.0,52.0
9,forward,84.13,1009.54,3905.4,24812.0,3012.7,4.0,52.0
9,backward,219.75,2637.00,6212.4,-24804.0,3012.7,4.0,52.0
9,optimizer,4.53,54.35,152.1,0.0,3012.7,4.0,52.0
9,val_forward,84.88,254.63,3038.4,40.0,3012.7,4.0,52.0
9,val_metrics,3.67,11.01,204.0,0.0,3012.7,4.0,52.0
10,data_to_gpu,1.30,15.58,138.0,16.0,797.9,5.3,77.6
10,forward,84.27,1011.28,3905.4,24812.0,797.9,5.3,77.6
10,backward,294.01,3528.14,6212.4,-24804.0,797.9,5.3,77.6
10,optimizer,4.52,54.24,152.1,0.0,797.9,5.3,77.6
10,val_forward,85.02,255.06,3038.4,40.0,797.9,5.3,77.6
10,val_metrics,2.67,8.00,204.0,0.0,797.9,5.3,77.6
11,data_to_gpu,1.30,15.56,138.0,16.0,841.3,4.1,79.8
11,forward,84.16,1009.89,3905.4,24812.0,841.3,4.1,79.8
11,backward,394.10,4729.24,6212.4,-24804.0,841.3,4.1,79.8
11,optimizer,4.29,51.42,152.1,0.0,841.3,4.1,79.8
11,val_forward,84.70,254.11,3038.4,40.0,841.3,4.1,79.8
11,val_metrics,2.39,7.17,204.0,0.0,841.3,4.1,79.8
12,data_to_gpu,1.33,15.97,138.0,16.0,791.2,4.4,78.2
12,forward,84.26,1011.11,3905.4,24812.0,791.2,4.4,78.2
12,backward,319.53,3834.39,6212.4,-24804.0,791.2,4.4,78.2
12,optimizer,4.57,54.79,152.1,0.0,791.2,4.4,78.2
12,val_forward,84.63,253.89,3038.4,40.0,791.2,4.4,78.2
12,val_metrics,2.45,7.34,204.0,0.0,791.2,4.4,78.2
13,data_to_gpu,1.41,16.96,138.0,16.0,1690.4,4.1,67.1
13,forward,84.19,1010.27,3905.4,24812.0,1690.4,4.1,67.1
13,backward,278.40,3340.74,6212.4,-24804.0,1690.4,4.1,67.1
13,optimizer,4.38,52.51,152.1,0.0,1690.4,4.1,67.1
13,val_forward,84.66,253.99,3038.4,40.0,1690.4,4.1,67.1
13,val_metrics,2.59,7.78,204.0,0.0,1690.4,4.1,67.1
14,data_to_gpu,1.48,17.79,138.0,16.0,854.5,4.9,78.8
14,forward,84.16,1009.91,3905.4,24812.0,854.5,4.9,78.8
14,backward,335.21,4022.47,6212.4,-24804.0,854.5,4.9,78.8
14,optimizer,4.25,51.04,152.1,0.0,854.5,4.9,78.8
14,val_forward,84.99,254.98,3038.4,40.0,854.5,4.9,78.8
14,val_metrics,2.52,7.57,204.0,0.0,854.5,4.9,78.8
15,data_to_gpu,1.49,17.91,138.0,16.0,1503.7,3.9,70.6
15,forward,84.16,1009.93,3905.4,24812.0,1503.7,3.9,70.6
15,backward,306.60,3679.22,6212.4,-24804.0,1503.7,3.9,70.6
15,optimizer,4.29,51.47,152.1,0.0,1503.7,3.9,70.6
15,val_forward,84.96,254.88,3038.4,40.0,1503.7,3.9,70.6
15,val_metrics,3.04,9.11,204.0,0.0,1503.7,3.9,70.6
16,data_to_gpu,1.30,15.60,138.0,16.0,1479.4,4.7,71.1
16,forward,84.17,1010.09,3905.4,24812.0,1479.4,4.7,71.1
16,backward,312.66,3751.86,6212.4,-24804.0,1479.4,4.7,71.1
16,optimizer,4.22,50.69,152.1,0.0,1479.4,4.7,71.1
16,val_forward,84.60,253.80,3038.4,40.0,1479.4,4.7,71.1
16,val_metrics,2.42,7.27,204.0,0.0,1479.4,4.7,71.1
17,data_to_gpu,1.51,18.11,138.0,16.0,1514.5,4.1,68.7
17,forward,84.29,1011.48,3905.4,24812.0,1514.5,4.1,68.7
17,backward,282.41,3388.97,6212.4,-24804.0,1514.5,4.1,68.7
17,optimizer,4.79,57.48,152.1,0.0,1514.5,4.1,68.7
17,val_forward,84.81,254.42,3038.4,40.0,1514.5,4.1,68.7
17,val_metrics,2.35,7.05,204.0,0.0,1514.5,4.1,68.7
18,data_to_gpu,1.39,16.69,138.0,16.0,1585.7,3.2,68.1
18,forward,84.19,1010.23,3905.4,24812.0,1585.7,3.2,68.1
18,backward,271.49,3257.88,6212.4,-24804.0,1585.7,3.2,68.1
18,optimizer,4.27,51.26,152.1,0.0,1585.7,3.2,68.1
18,val_forward,84.66,253.99,3038.4,40.0,1585.7,3.2,68.1
18,val_metrics,2.42,7.26,204.0,0.0,1585.7,3.2,68.1
19,data_to_gpu,1.44,17.27,138.0,16.0,2419.2,4.0,59.4
19,forward,84.16,1009.93,3905.4,24812.0,2419.2,4.0,59.4
19,backward,257.41,3088.89,6212.4,-24804.0,2419.2,4.0,59.4
19,optimizer,4.03,48.34,152.1,0.0,2419.2,4.0,59.4
19,val_forward,84.66,253.97,3038.4,40.0,2419.2,4.0,59.4
19,val_metrics,2.35,7.04,204.0,0.0,2419.2,4.0,59.4
20,data_to_gpu,1.24,14.84,138.0,16.0,947.1,4.5,77.7
20,forward,84.20,1010.41,3905.4,24812.0,947.1,4.5,77.7
20,backward,343.07,4116.88,6212.4,-24804.0,947.1,4.5,77.7
20,optimizer,4.62,55.48,152.1,0.0,947.1,4.5,77.7
20,val_forward,84.84,254.52,3038.4,40.0,947.1,4.5,77.7
20,val_metrics,2.38,7.15,204.0,0.0,947.1,4.5,77.7
21,data_to_gpu,1.25,15.02,138.0,16.0,2388.2,3.9,56.7
21,forward,84.22,1010.62,3905.4,24812.0,2388.2,3.9,56.7
