-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: CheckpointFunct...         0.02%       3.121ms         6.29%     998.466ms       3.698ms       0.000us         0.00%        8.288s      30.697ms           0 b           0 b     -17.32 Gb     -37.48 Gb           270  
                             CheckpointFunctionBackward         0.89%     141.054ms         6.17%     978.448ms       3.624ms       0.000us         0.00%        8.280s      30.668ms           0 b     -16.88 Kb      20.16 Gb     -45.57 Gb           270  
autograd::engine::evaluate_function: torch::autograd...         0.15%      23.138ms         0.62%      99.008ms      38.675us       0.000us         0.00%        6.323s       2.470ms           0 b           0 b    -511.81 Mb      38.50 Kb          2560  
                                       c10d::allreduce_         0.01%     926.934us         0.02%       3.522ms     176.121us       0.000us         0.00%        6.316s     315.824ms           0 b           0 b           0 b           0 b            20  
                                     record_param_comms         0.01%       1.981ms         0.02%       2.595ms     129.775us        6.316s        67.47%        6.316s     315.824ms           0 b           0 b           0 b           0 b            20  
ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevComm*...         0.00%       0.000us         0.00%       0.000us       0.000us        6.316s        67.47%        6.316s     315.824ms           0 b           0 b           0 b           0 b            20  
                                        nccl:all_reduce         0.00%       0.000us         0.00%       0.000us       0.000us        6.316s        67.47%        6.316s     315.824ms           0 b           0 b           0 b           0 b            20  
                                         REMPE/backward         0.00%       0.000us         0.00%       0.000us       0.000us        2.206s        23.56%        2.206s     220.579ms           0 b           0 b           0 b           0 b            10  
                                      aten::convolution         0.07%      11.634ms         1.22%     193.903ms     110.802us       0.000us         0.00%        1.029s     588.200us           0 b           0 b     166.30 Gb           0 b          1750  
                                     aten::_convolution         0.11%      16.964ms         1.15%     182.269ms     104.154us       0.000us         0.00%        1.029s     588.200us           0 b           0 b     166.30 Gb           0 b          1750  
