-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: CheckpointFunct...         0.03%       3.026ms         9.00%     991.392ms       3.672ms       0.000us         0.00%        8.645s      32.017ms           0 b           0 b     -17.32 Gb     -37.49 Gb           270  
                             CheckpointFunctionBackward         1.24%     136.725ms         8.93%     983.059ms       3.641ms       0.000us         0.00%        8.637s      31.989ms           0 b     -16.88 Kb      20.17 Gb     -45.57 Gb           270  
autograd::engine::evaluate_function: torch::autograd...         0.21%      23.040ms         0.99%     108.501ms      42.383us       0.000us         0.00%        6.609s       2.582ms           0 b           0 b    -255.77 Mb      38.50 Kb          2560  
                                       c10d::allreduce_         0.02%       1.842ms         0.04%       4.252ms     212.594us       0.000us         0.00%        6.603s     330.139ms           0 b           0 b           0 b           0 b            20  
                                     record_param_comms         0.02%       1.844ms         0.02%       2.410ms     120.484us        6.603s        67.99%        6.603s     330.139ms           0 b           0 b           0 b           0 b            20  
ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevComm*...         0.00%       0.000us         0.00%       0.000us       0.000us        6.603s        67.99%        6.603s     330.139ms           0 b           0 b           0 b           0 b            20  
                                        nccl:all_reduce         0.00%       0.000us         0.00%       0.000us       0.000us        6.603s        67.99%        6.603s     330.139ms           0 b           0 b           0 b           0 b            20  
                                         REMPE/backward         0.00%       0.000us         0.00%       0.000us       0.000us        2.186s        22.51%        2.186s     218.621ms           0 b           0 b           0 b           0 b            10  
                                      aten::convolution         0.10%      11.326ms         1.97%     216.525ms     123.729us       0.000us         0.00%        1.029s     587.915us           0 b           0 b     166.31 Gb      -1.00 Mb          1750  
                                     aten::_convolution         0.16%      18.090ms         1.86%     205.187ms     117.250us       0.000us         0.00%        1.029s     587.915us           0 b           0 b     166.31 Gb           0 b          1750  
