-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.32%      34.978ms         0.99%     109.388ms      96.804us     251.254ms         2.59%     251.254ms     222.349us           0 b           0 b     119.43 Gb     119.42 Gb          1130  
                                            aten::empty         0.36%      39.122ms         0.36%      39.122ms       5.237us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     118.00 Gb     118.00 Gb          7470  
                                             aten::gelu         0.06%       6.951ms         0.16%      18.111ms      34.829us     124.584ms         1.28%     124.584ms     239.585us           0 b           0 b      80.56 Gb      80.56 Gb           520  
                             aten::convolution_backward         0.42%      45.758ms         2.53%     278.143ms     316.072us     885.589ms         9.12%     962.345ms       1.094ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.08%       9.225ms         0.32%      34.967ms      44.830us     119.450ms         1.23%     119.450ms     153.141us           0 b           0 b      51.61 Gb      51.61 Gb           780  
                                    aten::gelu_backward         0.03%       3.332ms         0.08%       9.121ms      35.079us      92.178ms         0.95%      92.178ms     354.529us           0 b           0 b      40.28 Gb      40.28 Gb           260  
                      aten::cudnn_convolution_transpose         0.06%       6.518ms         0.10%      10.586ms      58.811us     232.067ms         2.39%     232.067ms       1.289ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
                                    aten::empty_strided         0.13%      14.434ms         0.13%      14.434ms       5.965us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.95 Gb       6.95 Gb          2420  
                                              aten::mul         0.01%     971.107us         0.01%       1.472ms      29.432us     521.085us         0.01%     521.085us      10.422us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.00%     244.701us         0.00%     355.249us      35.525us      91.709us         0.00%      91.709us       9.171us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.00%     187.318us         0.00%     307.168us      30.717us     130.524us         0.00%     130.524us      13.052us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                         cudaEventQuery         0.01%       1.622ms         0.01%       1.631ms       8.450us       2.368us         0.00%       2.368us       0.012us      -4.98 Kb      -4.98 Kb      69.99 Mb      69.99 Mb           193  
                                              aten::sum         0.18%      19.450ms         0.72%      79.254ms      87.092us      77.289ms         0.80%      77.289ms      84.933us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.01%       1.089ms         0.01%       1.089ms       4.190us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
                                            aten::fill_         0.01%       1.173ms         0.03%       2.992ms      16.625us       9.564ms         0.10%       9.564ms      53.135us           0 b           0 b    -255.84 Mb      97.50 Kb           180  
autograd::engine::evaluate_function: torch::autograd...         0.21%      23.040ms         0.99%     108.501ms      42.383us       0.000us         0.00%        6.609s       2.582ms           0 b           0 b    -255.77 Mb      38.50 Kb          2560  
                                            aten::zero_         0.00%      89.352us         0.01%     720.118us      72.012us       0.000us         0.00%      23.200us       2.320us           0 b           0 b    -255.81 Mb      32.50 Kb            10  
                                              aten::div         0.00%     546.681us         0.01%     862.056us      21.551us     106.847us         0.00%     106.847us       2.671us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.00%     508.451us         0.01%     779.600us      38.980us      51.135us         0.00%      51.135us       2.557us           0 b           0 b      10.00 Kb      10.00 Kb            20  
                                               aten::ne         0.00%     263.052us         0.00%     415.300us      41.530us      25.983us         0.00%      25.983us       2.598us           0 b           0 b       5.00 Kb       5.00 Kb            10  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 11.010s
Self CUDA time total: 9.711s
