-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                aten::cudnn_convolution         0.35%      36.198ms         0.56%      58.309ms      51.601us     251.296ms         2.78%     251.296ms     222.386us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
                                            aten::empty         0.39%      40.607ms         0.39%      40.607ms       5.436us       0.000us         0.00%       0.000us       0.000us      16.91 Kb      16.91 Kb     117.97 Gb     117.97 Gb          7470  
                                             aten::gelu         0.07%       7.261ms         0.17%      17.620ms      33.884us     124.607ms         1.38%     124.607ms     239.630us           0 b           0 b      80.57 Gb      80.57 Gb           520  
                             aten::convolution_backward         0.46%      47.539ms         3.16%     326.942ms     371.525us     893.344ms         9.89%     970.057ms       1.102ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                              aten::add         0.09%       9.388ms         0.29%      30.073ms      38.555us     119.425ms         1.32%     119.425ms     153.109us           0 b           0 b      51.60 Gb      51.60 Gb           780  
                                    aten::gelu_backward         0.03%       3.467ms         0.05%       5.531ms      21.272us      92.150ms         1.02%      92.150ms     354.425us           0 b           0 b      40.28 Gb      40.28 Gb           260  
                      aten::cudnn_convolution_transpose         0.07%       7.337ms         0.11%      11.537ms      64.092us     232.262ms         2.57%     232.262ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
                                    aten::empty_strided         0.14%      14.982ms         0.14%      14.982ms       6.191us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.95 Gb       6.95 Gb          2420  
                                              aten::mul         0.01%     963.953us         0.01%       1.432ms      28.636us     509.149us         0.01%     509.149us      10.183us           0 b           0 b     160.01 Mb     160.01 Mb            50  
                                          aten::sigmoid         0.00%     273.549us         0.00%     381.778us      38.178us      90.527us         0.00%      90.527us       9.053us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                 aten::sigmoid_backward         0.00%     168.072us         0.00%     266.629us      26.663us     127.936us         0.00%     127.936us      12.794us           0 b           0 b      80.00 Mb      80.00 Mb            10  
                                              aten::sum         0.20%      20.321ms         0.69%      71.542ms      78.617us      77.241ms         0.86%      77.241ms      84.880us           0 b           0 b     855.00 Kb     855.00 Kb           910  
                                          aten::resize_         0.01%       1.116ms         0.01%       1.116ms       4.294us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     205.00 Kb     205.00 Kb           260  
autograd::engine::evaluate_function: torch::autograd...         0.23%      24.073ms         1.50%     155.264ms      60.650us       0.000us         0.00%        5.976s       2.334ms           0 b           0 b    -512.20 Mb      69.50 Kb          2560  
                                              aten::div         0.01%     785.820us         0.01%       1.091ms      27.263us      92.222us         0.00%      92.222us       2.306us           0 b           0 b      20.00 Kb      20.00 Kb            40  
                                              aten::neg         0.01%     968.285us         0.01%       1.472ms      73.606us      42.110us         0.00%      42.110us       2.105us           0 b           0 b      10.00 Kb      10.00 Kb            20  
                                               aten::ne         0.00%     350.998us         0.00%     507.748us      50.775us      23.200us         0.00%      23.200us       2.320us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                              aten::sub         0.00%     150.060us         0.00%     219.270us      21.927us      20.736us         0.00%      20.736us       2.074us           0 b           0 b       5.00 Kb       5.00 Kb            10  
                                            aten::zero_         0.00%     166.329us         0.02%       2.323ms     232.331us       0.000us         0.00%      20.000us       2.000us           0 b           0 b    -512.27 Mb       3.00 Kb            10  
                                         cudaEventQuery         0.01%       1.075ms         0.01%       1.075ms       6.005us       6.720us         0.00%       6.720us       0.038us           0 b           0 b       2.00 Kb       2.00 Kb           179  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 10.345s
Self CUDA time total: 9.031s
