epoch,train_loss,val_loss,dsc,iou
0,0.605,0.349,0.66,0.616
1,0.36,0.337,0.665,0.644
2,0.339,0.301,0.701,0.749
3,0.281,0.284,0.717,0.739
4,0.3,0.279,0.722,0.699
5,0.274,0.248,0.753,0.748
6,0.24,0.245,0.756,0.802
7,0.241,0.239,0.762,0.776
8,0.243,0.242,0.759,0.757
9,0.235,0.242,0.759,0.752
10,0.239,0.242,0.759,0.752
11,0.22,0.241,0.76,0.757
12,0.239,0.241,0.76,0.745
13,0.233,0.244,0.757,0.736
14,0.254,0.249,0.752,0.762
15,0.237,0.258,0.743,0.709
16,0.232,0.243,0.758,0.744
17,0.254,0.274,0.727,0.703
18,0.234,0.261,0.74,0.74
19,0.253,0.285,0.716,0.686
20,0.246,0.267,0.733,0.722
21,0.228,0.229,0.772,0.773
22,0.21,0.261,0.74,0.742
23,0.225,0.225,0.775,0.792
24,0.211,0.243,0.758,0.763
25,0.232,0.228,0.773,0.798
26,0.215,0.229,0.772,0.785
27,0.212,0.235,0.766,0.761
28,0.188,0.226,0.775,0.795
29,0.207,0.226,0.775,0.793
30,0.188,0.226,0.775,0.793
31,0.198,0.226,0.774,0.79
32,0.19,0.228,0.772,0.79
33,0.194,0.236,0.765,0.745
34,0.217,0.232,0.768,0.801
35,0.215,0.238,0.763,0.769
36,0.233,0.229,0.771,0.765
37,0.215,0.262,0.738,0.694
38,0.213,0.225,0.775,0.787
39,0.225,0.24,0.76,0.758
40,0.23,0.25,0.75,0.765
41,0.22,0.238,0.762,0.745
42,0.216,0.221,0.779,0.831
43,0.203,0.236,0.764,0.751
44,0.208,0.231,0.769,0.77
45,0.194,0.242,0.758,0.77
46,0.185,0.219,0.782,0.802
47,0.195,0.225,0.775,0.799
48,0.199,0.233,0.767,0.768
49,0.208,0.229,0.771,0.782
50,0.194,0.229,0.771,0.782
51,0.183,0.228,0.773,0.782
52,0.209,0.235,0.765,0.768
53,0.186,0.236,0.764,0.769
54,0.198,0.235,0.765,0.779
55,0.202,0.237,0.763,0.791
56,0.202,0.226,0.774,0.848
57,0.209,0.241,0.759,0.774
58,0.213,0.236,0.764,0.809
59,0.242,0.229,0.771,0.813
60,0.201,0.244,0.756,0.746
61,0.218,0.231,0.769,0.796
62,0.226,0.259,0.741,0.757
63,0.2,0.222,0.778,0.837
64,0.206,0.221,0.78,0.827
65,0.197,0.228,0.772,0.78
66,0.188,0.219,0.781,0.807
67,0.19,0.229,0.771,0.78
68,0.18,0.221,0.779,0.81
69,0.193,0.226,0.774,0.794
70,0.173,0.226,0.774,0.794
71,0.175,0.224,0.777,0.799
72,0.184,0.226,0.775,0.796
73,0.169,0.228,0.773,0.796
74,0.188,0.242,0.758,0.789
75,0.183,0.222,0.778,0.852
76,0.197,0.234,0.766,0.777
77,0.207,0.239,0.761,0.813
78,0.234,0.245,0.755,0.796
79,0.232,0.233,0.767,0.79
80,0.196,0.222,0.778,0.832
81,0.193,0.24,0.76,0.842
82,0.209,0.23,0.77,0.797
83,0.209,0.252,0.748,0.842
84,0.21,0.236,0.764,0.787
85,0.186,0.23,0.77,0.812
86,0.167,0.251,0.749,0.756
87,0.177,0.24,0.76,0.766
88,0.168,0.233,0.767,0.784
89,0.18,0.231,0.769,0.789
90,0.181,0.231,0.769,0.789
91,0.176,0.23,0.77,0.793
92,0.169,0.239,0.761,0.771
93,0.178,0.232,0.768,0.793
94,0.178,0.232,0.768,0.819
95,0.183,0.233,0.767,0.799
96,0.175,0.245,0.755,0.784
97,0.187,0.233,0.767,0.803
98,0.209,0.238,0.762,0.771
99,0.195,0.23,0.77,0.78
